,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
GCN4_12_75,26,472,164,627,1042,514
GCN4_23_86,27,105,77,43,309,205
GCN4_34_97,22,378,181,1172,779,613
GCN4_45_108,17,703,371,1171,1314,1100
GCN4_56_119,7,197,171,368,156,279
GCN4_67_130,28,940,1526,728,2053,1124
GCN4_78_141,12,160,87,8,333,51
GCN4_89_152,29,517,180,228,653,349
GCN4_100_163,9,61,119,699,612,331
GCN4_111_174,6,279,79,381,543,196
GCN4_122_185,12,295,435,343,740,541
GCN4_133_196,9,86,125,169,727,386
GCN4_144_207,31,319,215,283,563,375
GCN4_155_218,13,438,433,478,748,478
GCN4_166_229,24,279,578,1585,1140,719
GCN4_177_240,8,12,79,47,12,54
GCN4_188_251,28,572,1573,858,925,1091
GCN4_199_262,11,38,424,619,245,196
GCN4_210_273,123,11,50,208,84,53
GCN4_218_281,5541,36,39,50,218,51
GCR1_1_64,8,338,139,306,691,662
GCR1_12_75,0,18,10,33,54,87
GCR1_23_86,4,225,7,393,268,378
GCR1_34_97,7,284,14,398,403,106
GCR1_45_108,2,235,9,48,345,283
GCR1_56_119,3,251,22,123,254,274
GCR1_67_130,2,157,327,194,471,134
GCR1_78_141,1,50,3,1,290,95
GCR1_89_152,1,45,12,4,270,110
GCR1_100_163,11,83,11,248,258,94
GCR1_111_174,0,112,1,320,213,80
GCR1_122_185,1,167,8,361,260,78
GCR1_133_196,5,131,3,86,211,203
GCR1_144_207,8,189,53,236,191,230
GCR1_155_218,3,221,23,173,303,251
GCR1_166_229,7,82,8,110,29,74
GCR1_177_240,12,95,70,143,305,162
GCR1_188_251,13,189,37,41,183,271
GCR1_199_262,6,93,35,150,303,154
GCR1_210_273,7,198,57,406,488,439
GCR1_221_284,12,342,65,466,926,593
GCR1_232_295,26,304,74,289,524,497
GCR1_243_306,4,250,125,145,467,258
GCR1_254_317,11,440,89,405,829,493
GCR1_265_328,5,220,53,474,376,159
GCR1_276_339,7,56,74,306,181,165
GCR1_287_350,3,246,284,316,554,334
GCR1_298_361,4,340,85,193,689,571
GCR1_309_372,19,223,15,548,343,290
GCR1_320_383,8,304,110,173,507,442
GCR1_331_394,5,131,13,171,323,248
GCR1_342_405,5,224,27,293,716,436
GCR1_353_416,6,177,8,408,405,215
GCR1_364_427,5,332,10,725,478,299
GCR1_375_438,7,573,288,463,979,691
GCR1_386_449,12,660,231,980,1193,811
GCR1_397_460,9,397,146,1492,972,632
GCR1_408_471,5,286,44,246,596,279
GCR1_419_482,1,221,90,483,499,252
GCR1_430_493,10,55,8,138,87,59
GCR1_441_504,3,141,14,197,181,128
GCR1_452_515,7,126,14,508,309,273
GCR1_463_526,6,121,6,152,237,95
GCR1_474_537,2,87,1,12,90,94
GCR1_485_548,1,240,6,306,231,148
GCR1_496_559,4,33,2,120,349,157
GCR1_507_570,3,47,10,122,235,86
GCR1_518_581,4,62,12,373,158,117
GCR1_529_592,8,293,37,191,330,143
GCR1_540_603,3,178,303,296,443,320
GCR1_551_614,4,245,265,46,283,210
GCR1_562_625,8,221,86,4,352,213
GCR1_573_636,1,313,15,386,557,467
GCR1_584_647,18,194,281,706,712,635
GCR1_595_658,25,207,292,277,453,429
GCR1_606_669,42,266,213,623,734,377
GCR1_617_680,22,252,218,820,857,557
GCR1_628_691,22,507,510,678,741,563
GCR1_639_702,14,552,311,635,581,532
GCR1_650_713,15,598,488,912,828,547
GCR1_661_724,20,373,716,246,1424,1131
GCR1_672_735,22,323,449,976,846,608
GCR1_683_746,9,331,201,618,549,434
GCR1_694_757,11,422,272,645,572,414
GCR1_705_768,26,297,208,458,473,416
GCR1_716_779,3,581,234,147,503,492
GCR1_727_790,36,302,147,1176,535,195
GCR1_738_801,28,126,35,5,190,214
GCR1_749_812,12,150,50,521,434,354
GCR1_760_823,18,235,155,329,432,315
GCR1_771_834,16,111,281,200,236,324
GCR1_782_845,2,282,114,285,439,191
GCR1_793_856,1,57,29,151,287,173
GCR1_804_867,9,378,51,113,498,301
GCR1_815_878,3,182,7,186,386,185
GCR1_826_889,13,180,176,117,267,202
GCR1_837_900,6,299,15,237,361,307
GCR1_848_911,9,105,20,1,88,99
GCR1_859_922,4,29,3,305,166,83
GCR1_870_933,4,160,6,3,80,94
GCR1_881_944,3,75,6,1,184,77
GCR1_892_955,8,130,20,425,403,346
GCR1_903_966,1,239,10,273,502,327
GCR1_914_977,0,69,2,1,82,28
GCR1_925_988,1,286,12,48,343,247
GCR1_936_999,2,149,8,135,364,212
GCR1_947_1010,2,124,18,61,123,156
GCR1_958_1021,4,136,15,217,90,112
GCR1_969_1032,1,40,8,189,145,93
GCR1_972.3333_1035.3333,0,83,11,7,33,73
GIS1_1_64,10,949,67,958,890,636
GIS1_12_75,1,56,202,189,328,190
GIS1_23_86,5,78,14,6,104,80
GIS1_34_97,14,274,102,310,425,454
GIS1_45_108,18,121,225,1039,423,265
GIS1_56_119,22,93,69,419,419,366
GIS1_67_130,1,152,11,70,340,203
GIS1_78_141,1,124,22,255,166,114
GIS1_89_152,13,240,16,283,867,424
GIS1_100_163,9,194,21,162,443,290
GIS1_111_174,5,305,32,270,888,391
GIS1_122_185,22,526,48,1033,998,761
GIS1_133_196,6,341,14,487,370,438
GIS1_144_207,4,506,88,340,920,523
GIS1_155_218,12,561,57,502,993,519
GIS1_166_229,17,519,38,1318,686,543
GIS1_177_240,21,80,44,296,224,119
GIS1_188_251,6,244,75,92,588,562
GIS1_199_262,23,304,71,321,576,416
GIS1_210_273,8,211,42,569,604,579
GIS1_221_284,6,235,66,174,548,231
GIS1_232_295,3,110,7,168,197,84
GIS1_243_306,5,163,5,17,359,180
GIS1_254_317,1,281,65,2,366,275
GIS1_265_328,0,204,4,196,573,201
GIS1_276_339,5,322,96,54,358,283
GIS1_287_350,20,265,89,534,668,617
GIS1_298_361,12,596,101,905,1103,604
GIS1_309_372,10,262,50,326,432,165
GIS1_320_383,9,185,54,74,278,128
GIS1_331_394,11,161,31,71,444,384
GIS1_342_405,0,118,13,387,225,153
GIS1_353_416,3,95,23,226,432,270
GIS1_364_427,1,123,8,81,174,122
GIS1_375_438,3,98,7,242,326,122
GIS1_386_449,7,161,67,49,341,199
GIS1_397_460,36,859,612,1709,1900,1264
GIS1_408_471,9,246,107,290,413,220
GIS1_419_482,11,539,254,524,1087,901
GIS1_430_493,1,69,18,241,140,123
GIS1_441_504,16,115,165,478,322,162
GIS1_452_515,11,103,34,367,333,141
GIS1_463_526,11,475,84,971,885,517
GIS1_474_537,8,246,26,512,628,380
GIS1_485_548,11,268,81,278,278,237
GIS1_496_559,15,419,45,270,747,334
GIS1_507_570,15,501,298,1577,1354,1050
GIS1_518_581,6,78,20,489,152,127
GIS1_529_592,2,88,47,468,311,253
GIS1_540_603,21,727,659,779,1147,1452
GIS1_551_614,10,72,165,123,288,305
GIS1_562_625,5,137,91,82,298,124
GIS1_573_636,23,83,166,22,98,160
GIS1_584_647,4,114,442,308,433,539
GIS1_595_658,9,244,124,326,350,305
GIS1_606_669,21,154,191,884,539,538
GIS1_617_680,47,885,718,1422,1666,1422
GIS1_628_691,5,463,129,527,645,406
GIS1_639_702,9,236,244,371,426,501
GIS1_650_713,3,302,184,868,666,516
GIS1_661_724,19,232,36,531,491,435
GIS1_672_735,3,142,19,135,348,309
GIS1_683_746,9,174,23,482,482,372
GIS1_694_757,14,567,34,252,797,601
GIS1_705_768,6,297,15,454,653,408
GIS1_716_779,1,48,9,136,95,118
GIS1_727_790,4,168,18,73,425,103
GIS1_738_801,8,297,13,272,624,453
GIS1_749_812,4,93,11,19,76,52
GIS1_760_823,3,133,13,444,233,215
GIS1_771_834,6,63,28,146,198,128
GIS1_782_845,3,18,4,32,110,91
GIS1_793_856,4,153,72,0,109,103
GIS1_804_867,5,72,56,100,137,78
GIS1_815_878,2,110,54,281,302,267
GIS1_826_889,1402,295,34,91,98,156
GIS1_831_894,11,112,9,205,360,241
GLN3_1_64,25,259,948,738,687,679
GLN3_12_75,21,562,705,622,1072,456
GLN3_23_86,6,124,253,389,340,276
GLN3_34_97,28,714,989,843,1124,1018
GLN3_45_108,568,329,291,723,414,468
GLN3_56_119,31,412,537,1107,1130,1001
GLN3_67_130,18,256,357,610,540,400
GLN3_78_141,24,542,1448,1266,1463,890
GLN3_89_152,64,52,26,165,80,44
GLN3_100_163,11,220,171,168,385,175
GLN3_111_174,24,542,369,573,619,679
GLN3_122_185,30,377,970,188,584,291
GLN3_133_196,21,318,1074,841,363,405
GLN3_144_207,61,694,861,1112,1304,885
GLN3_155_218,51,372,1358,645,1394,1209
GLN3_166_229,21,611,528,547,526,836
GLN3_177_240,30,212,65,115,328,399
GLN3_188_251,0,125,59,553,405,190
GLN3_199_262,5,59,192,306,177,285
GLN3_210_273,1,148,89,192,436,232
GLN3_221_284,10,158,30,309,172,198
GLN3_232_295,5,209,12,211,414,270
GLN3_243_306,1,91,53,272,239,316
GLN3_254_317,6,323,25,173,297,217
GLN3_265_328,21,288,43,140,493,355
GLN3_276_339,14,368,118,379,630,321
GLN3_287_350,0,67,41,58,212,265
GLN3_298_361,0,25,7,3,140,64
GLN3_309_372,7,134,286,425,321,394
GLN3_320_383,21,106,77,107,423,200
GLN3_331_394,4,152,51,239,208,242
GLN3_342_405,2755,68,156,219,348,285
GLN3_353_416,8,107,137,491,85,241
GLN3_364_427,4,29,24,15,72,47
GLN3_375_438,0,107,12,66,340,163
GLN3_386_449,6,209,10,103,188,202
GLN3_397_460,9,524,12,601,771,648
GLN3_408_471,8,132,14,213,419,196
GLN3_419_482,13,112,31,115,314,206
GLN3_430_493,4,329,51,615,366,292
GLN3_441_504,8,416,73,557,681,658
GLN3_452_515,10,143,91,324,417,475
GLN3_463_526,19,342,387,16,758,835
GLN3_474_537,17,255,219,498,406,341
GLN3_485_548,12,108,255,489,347,404
GLN3_496_559,73,114,71,48,246,138
GLN3_507_570,15,248,89,263,243,311
GLN3_518_581,6,79,164,500,153,191
GLN3_529_592,20,557,535,645,679,739
GLN3_540_603,12,263,62,978,234,291
GLN3_551_614,5,116,23,218,50,58
GLN3_562_625,3,103,218,429,202,292
GLN3_573_636,24,441,876,1270,785,879
GLN3_584_647,21,259,76,15,404,253
GLN3_595_658,9,320,256,690,722,391
GLN3_606_669,1,292,71,300,286,165
GLN3_617_680,13,210,25,506,347,257
GLN3_628_691,5,244,12,455,551,441
GLN3_639_702,10,199,81,299,309,404
GLN3_650_713,11,190,61,349,524,352
GLN3_661_724,3,127,17,369,173,156
GLN3_667_730,3,147,15,271,442,251
GTS1_1_64,35,397,140,1041,1021,463
GTS1_12_75,24,451,379,1495,1212,541
GTS1_23_86,14,413,294,621,801,453
GTS1_34_97,0,158,109,251,460,294
GTS1_45_108,19,407,323,309,1036,640
GTS1_56_119,18,169,126,296,308,375
GTS1_67_130,0,22,15,159,21,66
GTS1_78_141,0,27,3,126,78,42
GTS1_89_152,1,0,18,0,72,7
GTS1_100_163,1,78,19,0,66,51
GTS1_111_174,0,14,4,0,28,63
GTS1_122_185,7,26,6,117,17,43
GTS1_133_196,3,300,198,36,238,189
GTS1_144_207,2,145,137,489,503,226
GTS1_155_218,0,23,41,96,58,78
GTS1_166_229,4,97,186,486,174,215
GTS1_177_240,7,227,114,329,372,268
GTS1_188_251,1,253,222,713,184,278
GTS1_199_262,8,103,68,873,607,438
GTS1_210_273,16,190,536,255,346,282
GTS1_221_284,5,316,149,723,855,707
GTS1_232_295,12,188,56,275,188,295
GTS1_243_306,36,401,701,1270,640,567
GTS1_254_317,39,256,153,761,552,446
GTS1_265_328,10,124,63,135,272,180
GTS1_276_339,16,262,468,715,895,848
GTS1_287_350,6,103,299,145,448,244
GTS1_298_361,3,4,44,186,94,41
GTS1_309_372,24,89,270,95,123,222
GTS1_320_383,181,20,83,278,204,139
GTS1_331_394,33,145,658,763,385,319
GTS1_333_396,39,350,1050,753,705,286
GZF3_1_64,4,161,17,3,130,63
GZF3_12_75,1,35,5,1,18,5
GZF3_23_86,4,50,274,209,32,254
GZF3_34_97,7,30,45,85,166,127
GZF3_45_108,34,46,32,99,48,101
GZF3_56_119,0,4,11,5,6,48
GZF3_67_130,2,94,27,7,83,71
GZF3_78_141,29,163,145,12,381,386
GZF3_89_152,4,193,174,521,544,498
GZF3_100_163,3,155,36,149,475,236
GZF3_111_174,8,115,119,242,293,228
GZF3_122_185,2654,387,482,236,329,356
GZF3_133_196,1,55,39,45,91,45
GZF3_144_207,3,94,2,180,80,27
GZF3_155_218,5,0,1,4,9,11
GZF3_166_229,2,53,18,419,44,39
GZF3_177_240,2,139,298,782,582,590
GZF3_188_251,31,11,11,154,46,72
GZF3_199_262,7,2,32,310,99,25
GZF3_210_273,0,58,1,2,54,45
GZF3_221_284,3,136,13,26,136,78
GZF3_232_295,6,0,80,17,22,106
GZF3_243_306,5,196,200,560,557,419
GZF3_254_317,5,205,182,643,456,588
GZF3_265_328,42,555,396,1797,1333,1151
GZF3_276_339,14,654,203,614,1223,848
GZF3_287_350,57,940,1289,1994,2080,1753
GZF3_298_361,17,844,485,1613,2184,1476
GZF3_309_372,48,551,301,47,751,606
GZF3_320_383,20,724,770,1120,1749,1258
GZF3_331_394,41,284,115,787,192,288
GZF3_342_405,12,230,234,1209,469,548
GZF3_353_416,10,55,143,618,256,302
GZF3_364_427,59,830,1073,2038,1789,1446
GZF3_375_438,24,346,478,139,442,335
GZF3_386_449,19,662,562,1438,801,898
GZF3_397_460,22,204,205,1153,887,558
GZF3_408_471,13,141,279,398,387,442
GZF3_419_482,40,399,336,676,545,638
GZF3_430_493,24,155,215,744,380,360
GZF3_441_504,15,511,122,990,803,589
GZF3_452_515,6,208,62,710,538,404
GZF3_463_526,2,249,129,293,433,673
GZF3_474_537,1,154,63,231,332,285
GZF3_485_548,1,348,7,137,305,23
GZF3_488_551,9,53,3,2,64,45
HAA1_1_64,4,1,8,5,43,16
HAA1_12_75,1,12,149,5,36,1
HAA1_23_86,1,30,3,52,10,22
HAA1_34_97,4,96,40,197,124,158
HAA1_45_108,8,46,122,75,72,108
HAA1_56_119,8,50,22,15,91,65
HAA1_67_130,5,4,27,76,67,110
HAA1_78_141,16,454,131,639,592,326
HAA1_89_152,6,113,155,349,538,346
HAA1_100_163,12,567,279,887,1152,1006
HAA1_111_174,13,322,310,967,1003,388
HAA1_122_185,20,585,280,719,950,760
HAA1_133_196,29,485,435,1559,1166,800
HAA1_144_207,19,461,414,685,687,439
HAA1_155_218,27,1234,256,1238,2109,1363
HAA1_166_229,14,307,86,623,751,457
HAA1_177_240,451,671,243,2187,1854,1018
HAA1_188_251,2,135,61,384,94,189
HAA1_199_262,13,129,81,17,651,386
HAA1_210_273,4,145,634,437,271,289
HAA1_221_284,3,56,79,43,14,69
HAA1_232_295,11,252,125,274,306,494
HAA1_243_306,6,153,76,256,90,198
HAA1_254_317,57,140,121,17,191,144
HAA1_265_328,11,200,321,789,934,624
HAA1_276_339,14,389,340,1241,1222,428
HAA1_287_350,7,137,30,38,150,199
HAA1_298_361,3,0,0,0,1,0
HAA1_309_372,4,0,2,0,2,0
HAA1_320_383,7,121,376,314,472,156
HAA1_331_394,0,32,26,18,51,60
HAA1_342_405,10,0,0,0,0,1
HAA1_353_416,4,20,7,89,172,45
HAA1_364_427,2,11,14,2,125,23
HAA1_375_438,8,38,17,6,60,115
HAA1_386_449,5,1,18,228,256,196
HAA1_397_460,8,152,29,229,544,428
HAA1_408_471,9,147,86,133,552,405
HAA1_419_482,4,112,15,33,239,175
HAA1_430_493,3,98,47,121,473,227
HAA1_441_504,14,132,21,507,199,177
HAA1_452_515,8,189,112,134,813,534
HAA1_463_526,21,430,486,1266,1218,783
HAA1_474_537,15,290,324,1316,1065,1050
HAA1_485_548,22,663,574,736,761,640
HAA1_496_559,120,137,384,279,454,548
HAA1_507_570,27,545,1542,1148,1293,1011
HAA1_518_581,62,617,753,553,737,561
HAA1_529_592,22,415,415,606,992,636
HAA1_540_603,12,308,380,1002,669,614
HAA1_551_614,13,19,64,37,61,169
HAA1_562_625,11,601,184,704,207,403
HAA1_573_636,12,131,73,271,135,9
HAA1_584_647,2,0,72,3,3,30
HAA1_595_658,0,39,6,6,30,28
HAA1_606_669,1,86,1,11,77,45
HAA1_617_680,1,151,33,168,251,187
HAA1_628_691,7,61,12,36,280,153
HAA1_631_694,2,160,17,5,112,139
HAC1_1_64,1,105,16,264,149,220
HAC1_12_75,17,90,421,611,533,383
HAC1_23_86,9,145,42,539,190,213
HAC1_34_97,2,39,23,18,8,43
HAC1_45_108,8,42,27,49,26,154
HAC1_56_119,5,94,46,370,373,256
HAC1_67_130,5,360,59,238,581,307
HAC1_78_141,87,1386,3744,2523,2686,2202
HAC1_89_152,72,427,1091,580,1017,525
HAC1_100_163,80,1287,4173,1479,3202,2171
HAC1_111_174,6,14,78,93,2,26
HAC1_122_185,16,72,359,319,267,251
HAC1_133_196,49,63,200,42,19,42
HAC1_144_207,6,1,22,17,184,30
HAC1_155_218,15,261,467,168,432,140
HAC1_166_229,42,465,992,1226,1120,864
HAC1_177_240,24,373,467,613,629,619
HAC1_188_251,12,324,57,550,622,455
HAC1_199_262,19,314,14,1,362,273
HAC1_210_273,8,137,2,73,187,120
HAC1_221_284,0,9,2,0,101,65
HAC1_232_295,4,80,22,111,234,93
HAC1_243_306,4,214,7,243,395,208
HAC1_254_317,2,384,25,469,531,257
HAC1_259_322,9,217,16,66,290,207
HAP2_1_64,31,392,374,1300,981,719
HAP2_12_75,19,191,326,1286,368,545
HAP2_23_86,9,368,346,323,643,587
HAP2_34_97,8,55,48,17,63,37
HAP2_45_108,23,83,144,580,347,295
HAP2_56_119,2,222,287,640,366,197
HAP2_67_130,3,151,75,15,301,125
HAP2_78_141,8,40,197,14,138,144
HAP2_89_152,32,22,325,586,185,238
HAP2_100_163,17,125,338,196,449,413
HAP2_111_174,26,424,545,553,691,644
HAP2_122_185,5,393,836,879,611,848
HAP2_133_196,27,322,236,645,427,211
HAP2_144_207,2,117,105,403,331,106
HAP2_155_218,4259,87,47,135,283,156
HAP2_166_229,3,45,3,10,6,91
HAP2_177_240,1,89,88,278,62,57
HAP2_188_251,0,14,25,2,41,45
HAP2_199_262,2,11,3,6,5,64
HAP2_202_265,0,1,2,8,4,3
HAP3_1_64,3,68,45,14,14,22
HAP3_12_75,28,135,755,570,397,330
HAP3_23_86,5,389,403,209,363,508
HAP3_34_97,33,393,1521,1071,685,1182
HAP3_45_108,10,339,418,475,698,344
HAP3_56_119,23,477,672,701,885,445
HAP3_67_130,4,27,23,46,75,35
HAP3_78_141,6,47,17,142,12,53
HAP3_81_144,421,77,85,111,64,99
HAP4_1_64,2,304,117,364,473,357
HAP4_12_75,3,430,222,108,382,202
HAP4_23_86,1,306,200,927,644,656
HAP4_34_97,10,233,167,1592,792,555
HAP4_45_108,17,300,252,548,500,329
HAP4_56_119,2,111,11,720,360,205
HAP4_67_130,0,46,5,3,115,31
HAP4_78_141,0,53,18,3,121,71
HAP4_89_152,4,206,59,113,408,344
HAP4_100_163,0,73,3,5,190,108
HAP4_111_174,4,92,38,689,240,286
HAP4_122_185,60,403,66,1488,708,742
HAP4_133_196,3,439,113,335,1176,608
HAP4_144_207,15,527,115,623,1177,622
HAP4_155_218,6,353,58,666,650,536
HAP4_166_229,8,404,29,597,543,487
HAP4_177_240,9,68,20,310,513,351
HAP4_188_251,13,311,583,501,409,266
HAP4_199_262,8,225,51,63,810,363
HAP4_210_273,3,127,60,18,248,92
HAP4_221_284,9,591,159,1356,687,627
HAP4_232_295,11,31,372,146,259,336
HAP4_243_306,1,8,0,6,39,18
HAP4_254_317,6,151,16,201,364,177
HAP4_265_328,19,388,175,1039,433,484
HAP4_276_339,30,88,44,132,379,238
HAP4_287_350,7,122,23,146,367,145
HAP4_298_361,28,104,9,112,33,116
HAP4_309_372,1,73,12,11,36,40
HAP4_320_383,3,60,30,87,175,94
HAP4_331_394,13,24,62,609,145,260
HAP4_342_405,1,94,47,163,238,165
HAP4_353_416,1,51,14,12,137,117
HAP4_364_427,2,58,194,518,128,177
HAP4_375_438,4,36,8,199,121,56
HAP4_386_449,3,49,136,374,145,78
HAP4_397_460,3,142,17,320,154,212
HAP4_408_471,1,93,5,149,61,112
HAP4_419_482,4,347,268,1165,699,423
HAP4_430_493,22,63,300,246,283,348
HAP4_441_504,4,151,46,24,318,201
HAP4_452_515,7,231,95,583,542,444
HAP4_463_526,10,126,138,58,255,273
HAP4_474_537,9,3,13,89,7,128
HAP4_485_548,16,156,120,136,430,271
HAP4_491_554,13,138,65,48,379,240
HAP5_1_64,1,3,1,13,1,0
HAP5_12_75,7,59,94,9,167,21
HAP5_23_86,0,9,1,128,100,78
HAP5_34_97,46,308,392,271,333,369
HAP5_45_108,11,90,63,27,188,193
HAP5_56_119,7,143,602,431,218,262
HAP5_67_130,1780,169,260,348,310,197
HAP5_78_141,2119,105,549,994,424,277
HAP5_89_152,15130,395,529,339,529,445
HAP5_100_163,44089,508,2680,1249,1445,1112
HAP5_111_174,119804,1000,4769,2058,2945,1402
HAP5_122_185,8,4,7,2,18,49
HAP5_133_196,16,59,82,268,126,90
HAP5_144_207,11,171,386,803,514,624
HAP5_155_218,7,84,332,371,272,269
HAP5_166_229,0,64,12,328,40,114
HAP5_177_240,18,202,114,122,263,224
HAP5_179_242,19,286,122,387,521,490
HCM1_1_64,9,79,49,127,154,113
HCM1_12_75,3,39,297,216,190,147
HCM1_23_86,0,58,1,26,53,43
HCM1_34_97,4,66,23,199,73,108
HCM1_45_108,0,0,21,324,214,47
HCM1_56_119,43,301,381,609,735,661
HCM1_67_130,9,408,529,541,761,505
HCM1_78_141,3,179,34,387,427,205
HCM1_89_152,15,256,52,257,576,286
HCM1_100_163,10,299,105,95,823,224
HCM1_111_174,9,410,188,673,897,679
HCM1_122_185,18,653,204,1302,1124,859
HCM1_133_196,6,260,48,220,375,206
HCM1_144_207,0,347,58,587,1022,576
HCM1_155_218,13,98,20,467,441,176
HCM1_166_229,11,339,138,472,536,332
HCM1_177_240,7,108,121,83,32,121
HCM1_188_251,5,156,25,57,295,243
HCM1_199_262,2,337,52,170,402,432
HCM1_210_273,8,268,53,348,418,152
HCM1_221_284,4,76,103,188,288,310
HCM1_232_295,2,635,322,884,814,678
HCM1_243_306,10,301,171,745,569,515
HCM1_254_317,3,67,52,14,114,130
HCM1_265_328,2,1,11,14,37,19
HCM1_276_339,26,1,214,20,103,185
HCM1_287_350,0,51,10,3,65,80
HCM1_298_361,16,1250,165,2565,2510,1633
HCM1_309_372,16,846,91,1452,1335,895
HCM1_320_383,15,583,62,889,973,572
HCM1_331_394,6,468,67,503,662,567
HCM1_342_405,21,1175,145,1523,1738,1390
HCM1_353_416,5,107,12,194,188,203
HCM1_364_427,13,603,181,536,676,615
HCM1_375_438,13,253,275,86,355,316
HCM1_386_449,13,266,360,181,400,299
HCM1_397_460,23,406,529,654,598,519
HCM1_408_471,37,454,936,1832,1095,1099
HCM1_419_482,28,216,327,1699,445,484
HCM1_430_493,12,228,90,185,405,361
HCM1_441_504,2,179,88,85,236,145
HCM1_452_515,20,412,115,971,736,295
HCM1_463_526,44,915,349,375,1165,845
HCM1_474_537,29,742,564,1275,1473,1292
HCM1_485_548,6,169,237,112,307,405
HCM1_496_559,27,435,339,565,527,480
HCM1_501_564,24,466,374,605,464,530
HEL2_1_64,5,82,43,386,288,110
HEL2_12_75,6,247,157,952,543,433
HEL2_23_86,2,52,21,300,131,153
HEL2_34_97,6,544,460,551,597,950
HEL2_45_108,4,392,138,372,1261,691
HEL2_56_119,2,25,27,3,72,42
HEL2_67_130,4,168,103,190,695,476
HEL2_78_141,1,39,7,0,36,92
HEL2_89_152,1,20,18,105,98,77
HEL2_100_163,1,107,10,47,101,5
HEL2_111_174,3,116,3,446,333,226
HEL2_122_185,0,69,5,45,238,210
HEL2_133_196,4,106,16,129,404,159
HEL2_144_207,17,279,7,553,604,369
HEL2_155_218,12,537,61,209,669,601
HEL2_166_229,15,602,48,584,509,409
HEL2_177_240,20,299,216,445,420,370
HEL2_188_251,12,282,220,138,813,463
HEL2_199_262,2,54,76,110,154,89
HEL2_210_273,11,82,52,197,62,112
HEL2_221_284,7,300,69,365,265,456
HEL2_232_295,9,534,169,1874,1310,1010
HEL2_243_306,13,148,54,825,598,328
HEL2_254_317,5,138,27,274,106,227
HEL2_265_328,10,336,396,1004,880,516
HEL2_276_339,5,431,198,681,1067,654
HEL2_287_350,14,135,61,214,225,148
HEL2_298_361,40,358,263,445,1078,695
HEL2_309_372,45,689,442,1366,1552,862
HEL2_320_383,16,326,100,313,484,467
HEL2_331_394,8,101,137,86,105,74
HEL2_342_405,8,87,31,293,202,78
HEL2_353_416,2,14,0,17,2,28
HEL2_364_427,0,121,8,93,134,86
HEL2_375_438,11,275,13,70,380,120
HEL2_386_449,15,259,15,365,780,355
HEL2_397_460,5,137,11,65,283,218
HEL2_408_471,15,103,20,103,211,252
HEL2_419_482,6,487,52,606,605,577
HEL2_430_493,9,255,46,749,446,330
HEL2_441_504,18,503,421,999,871,939
HEL2_452_515,12,369,133,215,356,285
HEL2_463_526,16,591,452,797,1027,726
HEL2_474_537,7,237,243,193,369,177
HEL2_485_548,1,135,144,766,520,386
HEL2_496_559,12,196,127,457,475,410
HEL2_507_570,6,107,249,718,302,229
HEL2_518_581,23,210,79,540,455,342
HEL2_529_592,7,278,128,420,632,504
HEL2_540_603,4,264,36,693,939,572
HEL2_551_614,1,56,5,209,303,85
HEL2_562_625,4,16,15,206,72,45
HEL2_573_636,91,260,748,877,611,784
HEL2_501_564,5,233,359,460,475,329
HMLALPHA2_1_64,3,223,15,444,474,310
HMLALPHA2_12_75,2,159,4,154,409,230
HMLALPHA2_23_86,14,325,77,212,763,474
HMLALPHA2_34_97,92,190,27,261,357,211
HMLALPHA2_45_108,0,47,6,178,61,49
HMLALPHA2_56_119,0,162,30,114,192,160
HMLALPHA2_67_130,1,97,66,83,67,96
HMLALPHA2_78_141,3,48,9,4,35,82
HMLALPHA2_89_152,0,73,11,255,133,108
HMLALPHA2_100_163,4,23,3,75,27,47
HMLALPHA2_111_174,1,1,0,8,1,2
HMLALPHA2_122_185,0,33,69,100,195,100
HMLALPHA2_133_196,1256,41,14,150,54,35
HMLALPHA2_144_207,1,38,3,21,36,18
HMLALPHA2_147_210,3,64,118,10,119,87
HMO1_1_64,38,246,392,628,922,896
HMO1_12_75,8,62,215,362,426,282
HMO1_23_86,289,874,792,560,1579,1395
HMO1_34_97,22,196,178,669,378,372
HMO1_45_108,9,355,323,673,435,462
HMO1_56_119,593,710,494,721,1110,750
HMO1_67_130,7,281,181,147,649,587
HMO1_78_141,19,231,121,259,834,460
HMO1_89_152,8,101,141,577,528,184
HMO1_100_163,24,272,192,507,655,497
HMO1_111_174,11303,236,1126,616,383,375
HMO1_122_185,0,65,49,242,105,91
HMO1_133_196,9,130,45,195,600,378
HMO1_144_207,2,285,79,80,587,449
HMO1_155_218,1,108,87,5,109,188
HMO1_166_229,10,239,61,510,545,416
HMO1_177_240,5,0,5,11,17,1
HMO1_183_246,10,30,131,783,165,131
HMRA2_1_64,4,28,47,92,118,187
HMRA2_12_75,2,169,22,175,96,232
HMRA2_23_86,0,0,0,0,0,1
HMRA2_34_97,3,2,19,3,12,65
HMRA2_45_108,1,81,32,5,154,137
HMRA2_56_119,5,37,118,9,126,97
HMS1_1_64,13,432,263,464,1397,711
HMS1_12_75,10,198,64,539,427,126
HMS1_23_86,14,608,177,1281,1249,638
HMS1_34_97,15,638,157,1107,1366,921
HMS1_45_108,24,739,221,1025,1510,772
HMS1_56_119,19,268,586,1656,602,590
HMS1_67_130,41,743,580,1820,921,712
HMS1_78_141,10,301,189,240,465,341
