,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
GLN3_667_730,72,193,182,150,300,135
GTS1_1_64,407,619,406,793,638,403
GTS1_12_75,187,510,200,1008,670,741
GTS1_23_86,207,204,597,66,599,229
GTS1_34_97,189,72,461,269,1,120
GTS1_45_108,232,549,637,237,742,461
GTS1_56_119,189,398,308,439,879,385
GTS1_67_130,243,198,27,54,4,142
GTS1_78_141,28,29,72,10,0,16
GTS1_89_152,54,87,1,1,87,18
GTS1_100_163,0,160,66,4,120,125
GTS1_111_174,11,56,182,69,0,38
GTS1_122_185,1,86,135,354,210,64
GTS1_133_196,29,274,197,381,90,131
GTS1_144_207,74,102,213,398,100,163
GTS1_155_218,14,209,0,148,0,158
GTS1_166_229,263,107,360,140,89,277
GTS1_177_240,167,178,175,316,432,464
GTS1_188_251,451,142,292,723,0,388
GTS1_199_262,615,319,426,687,247,334
GTS1_210_273,164,302,326,394,240,355
GTS1_221_284,62,424,109,444,260,263
GTS1_232_295,725,298,162,391,618,540
GTS1_243_306,321,444,77,308,853,315
GTS1_254_317,262,432,647,547,540,449
GTS1_265_328,136,236,258,157,407,97
GTS1_276_339,783,484,1107,708,728,572
GTS1_287_350,384,272,1,157,370,133
GTS1_298_361,300,142,33,191,0,166
GTS1_309_372,22,152,199,404,175,29
GTS1_320_383,297,344,54,516,203,37
GTS1_331_394,308,548,231,185,300,211
GTS1_333_396,584,308,227,549,503,197
GZF3_1_64,86,239,257,3,62,167
GZF3_12_75,0,21,0,1,145,14
GZF3_23_86,9,112,3,7,32,88
GZF3_34_97,6,6,1,5,2,42
GZF3_45_108,79,171,85,60,17,105
GZF3_56_119,3,87,18,124,2,306
GZF3_67_130,33,104,180,154,1,76
GZF3_78_141,173,328,455,716,721,359
GZF3_89_152,119,239,517,154,185,369
GZF3_100_163,18,156,142,26,115,153
GZF3_111_174,401,234,467,671,117,255
GZF3_122_185,221,277,67,403,244,172
GZF3_133_196,72,231,2,414,92,79
GZF3_144_207,28,69,22,41,44,7
GZF3_155_218,55,147,4,264,176,69
GZF3_166_229,78,179,183,179,50,17
GZF3_177_240,180,213,219,174,87,145
GZF3_188_251,70,0,143,132,24,175
GZF3_199_262,97,158,161,99,274,58
GZF3_210_273,123,38,47,145,28,36
GZF3_221_284,48,4,21,155,97,115
GZF3_232_295,475,132,5,132,256,68
GZF3_243_306,155,377,95,290,30,92
GZF3_254_317,347,391,391,461,326,570
GZF3_265_328,785,853,972,2111,615,864
GZF3_276_339,408,489,674,522,367,468
GZF3_287_350,694,839,543,611,823,676
GZF3_298_361,1054,1137,1040,742,812,838
GZF3_309_372,1031,593,487,1049,1227,767
GZF3_320_383,886,727,289,744,1037,538
GZF3_331_394,1115,434,245,1013,716,521
GZF3_342_405,626,468,102,444,456,520
GZF3_353_416,389,315,258,446,467,498
GZF3_364_427,968,1039,756,1581,789,906
GZF3_375_438,591,748,419,661,240,424
GZF3_386_449,260,316,227,139,506,437
GZF3_397_460,659,578,208,917,1070,526
GZF3_408_471,811,536,690,1216,408,485
GZF3_419_482,669,366,609,1060,1539,554
GZF3_430_493,368,636,1108,666,594,755
GZF3_441_504,190,534,565,448,700,316
GZF3_452_515,188,233,41,375,204,336
GZF3_463_526,130,220,444,516,186,156
GZF3_474_537,50,252,76,299,0,160
GZF3_485_548,233,292,246,232,257,134
GZF3_488_551,28,124,115,218,379,42
HAA1_1_64,82,44,0,261,222,66
HAA1_12_75,70,47,117,393,64,53
HAA1_23_86,363,165,97,295,2,94
HAA1_34_97,124,109,26,20,61,139
HAA1_45_108,59,176,42,284,289,247
HAA1_56_119,345,83,230,312,378,190
HAA1_67_130,71,186,128,388,182,246
HAA1_78_141,285,371,460,633,539,463
HAA1_89_152,42,374,158,841,439,290
HAA1_100_163,687,961,861,794,1012,1057
HAA1_111_174,275,319,716,1048,579,612
HAA1_122_185,508,392,377,655,529,348
HAA1_133_196,904,388,667,1549,1060,841
HAA1_144_207,467,735,258,627,939,557
HAA1_155_218,763,1828,868,1289,1622,1179
HAA1_166_229,202,440,297,550,440,361
HAA1_177_240,564,891,292,293,914,535
HAA1_188_251,336,197,468,798,158,274
HAA1_199_262,282,431,479,151,717,408
HAA1_210_273,157,177,63,60,26,77
HAA1_221_284,341,160,107,111,137,250
HAA1_232_295,96,174,95,53,645,58
HAA1_243_306,98,379,377,172,30,209
HAA1_254_317,479,400,445,758,992,462
HAA1_265_328,745,479,1158,786,388,425
HAA1_276_339,403,561,493,511,560,458
HAA1_287_350,421,266,137,109,237,275
HAA1_298_361,1,0,8,18,0,0
HAA1_309_372,23,81,64,1,83,36
HAA1_320_383,16,94,2,6,2,79
HAA1_331_394,2,55,8,46,1,21
HAA1_342_405,0,22,0,1,245,15
HAA1_353_416,27,33,66,200,147,66
HAA1_364_427,55,51,8,54,0,96
HAA1_375_438,8,75,138,123,134,151
HAA1_386_449,234,238,145,367,234,342
HAA1_397_460,234,432,480,602,463,561
HAA1_408_471,187,232,315,246,551,271
HAA1_419_482,251,202,4,387,239,218
HAA1_430_493,320,335,224,260,307,203
HAA1_441_504,387,274,467,200,354,320
HAA1_452_515,156,253,107,176,296,165
HAA1_463_526,264,401,116,495,398,363
HAA1_474_537,649,659,871,871,736,712
HAA1_485_548,733,484,926,810,749,646
HAA1_496_559,1060,617,796,1353,774,843
HAA1_507_570,1152,799,827,611,1463,552
HAA1_518_581,1218,1368,1858,1095,1867,1529
HAA1_529_592,674,345,590,134,997,589
HAA1_540_603,557,258,1057,608,482,550
HAA1_551_614,85,143,400,153,114,154
HAA1_562_625,538,142,295,635,297,267
HAA1_573_636,143,239,158,37,353,188
HAA1_584_647,202,69,96,241,6,79
HAA1_595_658,4,155,1,147,29,81
HAA1_606_669,64,110,34,48,1,17
HAA1_617_680,465,215,86,119,107,230
HAA1_628_691,81,104,123,172,2,81
HAA1_631_694,119,196,105,459,4,168
HAC1_1_64,222,93,160,99,57,42
HAC1_12_75,297,477,532,244,253,384
HAC1_23_86,50,65,58,172,135,101
HAC1_34_97,362,76,148,192,149,94
HAC1_45_108,113,209,27,181,118,96
HAC1_56_119,318,222,137,260,377,252
HAC1_67_130,137,745,490,200,520,337
HAC1_78_141,1251,867,1543,934,624,1033
HAC1_89_152,458,619,436,942,885,526
HAC1_100_163,2252,1442,1602,329,2224,1419
HAC1_111_174,29,115,108,344,105,85
HAC1_122_185,159,182,4,73,124,311
HAC1_133_196,117,116,161,377,301,25
HAC1_144_207,613,190,604,456,135,70
HAC1_155_218,201,231,186,139,471,116
HAC1_166_229,683,584,182,232,1176,552
HAC1_177_240,209,460,293,231,518,267
HAC1_188_251,176,154,240,147,336,162
HAC1_199_262,147,282,100,140,611,173
HAC1_210_273,51,113,357,147,313,62
HAC1_221_284,3,33,85,171,0,28
HAC1_232_295,15,60,175,130,129,84
HAC1_243_306,22,26,50,210,165,37
HAC1_254_317,105,286,145,413,213,178
HAC1_259_322,118,419,297,402,317,194
HAP2_1_64,601,869,668,636,875,794
HAP2_12_75,628,353,728,1225,859,413
HAP2_23_86,294,635,331,701,649,350
HAP2_34_97,308,143,215,389,257,140
HAP2_45_108,226,23,523,328,293,88
HAP2_56_119,123,39,6,129,7,38
HAP2_67_130,130,103,101,56,1,65
HAP2_78_141,426,109,518,67,62,394
HAP2_89_152,448,366,444,57,120,293
HAP2_100_163,588,450,558,145,605,466
HAP2_111_174,799,453,542,419,746,731
HAP2_122_185,603,449,522,383,4,556
HAP2_133_196,363,623,911,489,354,340
HAP2_144_207,383,229,274,217,0,211
HAP2_155_218,326,120,142,192,137,86
HAP2_166_229,4,107,3,1,1,28
HAP2_177_240,355,50,2,73,3,81
HAP2_188_251,1,57,4,7,84,1
HAP2_199_262,51,152,3,24,57,56
HAP2_202_265,144,138,0,40,27,46
HAP3_1_64,8,84,6,149,9,258
HAP3_12_75,627,308,267,791,573,326
HAP3_23_86,115,140,346,135,34,187
HAP3_34_97,135,401,365,645,427,296
HAP3_45_108,567,328,571,190,461,226
HAP3_56_119,383,359,190,223,162,379
HAP3_67_130,29,9,132,132,186,94
HAP3_78_141,98,28,2,8,1,40
HAP3_81_144,34,128,1,1,55,95
HAP4_1_64,194,348,482,267,275,419
HAP4_12_75,108,239,104,315,24,134
HAP4_23_86,594,512,570,347,147,574
HAP4_34_97,212,663,556,546,365,645
HAP4_45_108,449,613,527,740,505,483
HAP4_56_119,49,155,293,182,20,173
HAP4_67_130,13,65,1,63,62,25
HAP4_78_141,6,24,36,164,1,16
HAP4_89_152,23,73,57,336,80,87
HAP4_100_163,30,129,153,172,6,109
HAP4_111_174,146,368,350,248,282,169
HAP4_122_185,459,513,366,375,882,565
HAP4_133_196,157,564,423,1004,321,374
HAP4_144_207,262,564,362,849,391,594
HAP4_155_218,249,420,465,825,269,380
HAP4_166_229,61,398,438,662,414,341
HAP4_177_240,135,275,392,753,488,222
HAP4_188_251,770,556,760,1631,148,657
HAP4_199_262,424,645,451,669,460,428
HAP4_210_273,589,386,497,346,167,476
HAP4_221_284,669,418,534,473,144,449
HAP4_232_295,748,572,179,644,640,473
HAP4_243_306,2,50,1,1,46,0
HAP4_254_317,139,210,295,340,356,261
HAP4_265_328,215,578,1022,992,458,298
HAP4_276_339,65,366,418,843,1054,480
HAP4_287_350,59,238,62,527,105,128
HAP4_298_361,67,163,75,140,37,40
HAP4_309_372,330,148,91,10,1,105
HAP4_320_383,104,52,195,237,68,80
HAP4_331_394,39,176,102,333,280,56
HAP4_342_405,63,94,0,2,107,80
HAP4_353_416,49,5,45,174,0,80
HAP4_364_427,130,70,124,110,33,137
HAP4_375_438,106,97,48,69,109,43
HAP4_386_449,136,335,2,134,271,63
HAP4_397_460,180,129,342,379,40,120
HAP4_408_471,184,4,3,252,71,14
HAP4_419_482,315,254,400,200,393,289
HAP4_430_493,280,109,374,355,49,193
HAP4_441_504,212,269,9,54,324,86
HAP4_452_515,135,228,514,462,245,187
HAP4_463_526,45,234,380,535,40,282
HAP4_474_537,48,143,278,212,278,188
HAP4_485_548,333,320,478,189,525,365
HAP4_491_554,343,293,197,368,446,249
HAP5_1_64,6,59,126,98,1,27
HAP5_12_75,165,7,4,7,4,3
HAP5_23_86,44,51,93,9,1,26
HAP5_34_97,170,247,26,51,265,239
HAP5_45_108,898,240,311,764,727,249
HAP5_56_119,201,328,240,25,4,467
HAP5_67_130,950,224,296,545,987,388
HAP5_78_141,260,261,336,357,451,268
HAP5_89_152,218,265,325,192,3027,254
HAP5_100_163,351,785,710,652,1271,635
HAP5_111_174,2744,1058,1861,1456,7631,1062
HAP5_122_185,89,30,11,243,5,84
HAP5_133_196,568,259,303,430,342,296
HAP5_144_207,467,484,274,446,786,167
HAP5_155_218,107,296,273,330,58,96
HAP5_166_229,109,89,5,263,29,2
HAP5_177_240,315,342,89,604,239,285
HAP5_179_242,654,676,976,553,791,547
HCM1_1_64,46,97,119,2,239,83
HCM1_12_75,38,110,4,150,0,81
HCM1_23_86,207,52,102,2,59,23
HCM1_34_97,232,114,1,225,180,81
HCM1_45_108,82,37,159,628,50,78
HCM1_56_119,330,498,705,1431,790,665
HCM1_67_130,114,560,2,164,284,162
HCM1_78_141,199,347,422,415,181,281
HCM1_89_152,201,413,4,440,499,415
HCM1_100_163,131,539,568,385,1091,515
HCM1_111_174,338,534,307,515,422,380
HCM1_122_185,1062,690,336,687,653,393
HCM1_133_196,323,393,292,229,179,351
HCM1_144_207,122,479,111,547,50,374
HCM1_155_218,93,514,287,514,110,215
HCM1_166_229,13,124,46,341,434,208
HCM1_177_240,83,177,140,169,355,162
HCM1_188_251,82,346,12,108,158,185
HCM1_199_262,29,235,290,331,86,208
HCM1_210_273,193,402,213,329,222,207
HCM1_221_284,75,183,69,286,202,73
HCM1_232_295,342,325,151,779,108,178
HCM1_243_306,294,236,134,279,234,305
HCM1_254_317,170,334,303,507,71,167
HCM1_265_328,99,56,147,164,1,28
HCM1_276_339,422,186,117,166,1,138
HCM1_287_350,1,101,84,111,5,126
HCM1_298_361,299,448,745,313,665,329
HCM1_309_372,200,1089,1086,841,1134,536
HCM1_320_383,303,996,642,638,781,457
HCM1_331_394,133,627,421,227,467,467
HCM1_342_405,340,827,360,796,1158,711
HCM1_353_416,210,242,176,307,288,213
HCM1_364_427,533,722,801,640,765,426
HCM1_375_438,394,348,706,581,156,337
HCM1_386_449,151,324,47,175,584,209
HCM1_397_460,701,264,713,995,616,599
HCM1_408_471,787,701,651,1354,1243,748
HCM1_419_482,878,687,764,377,915,533
HCM1_430_493,376,713,488,1265,407,515
HCM1_441_504,251,261,157,344,107,158
HCM1_452_515,356,528,484,552,546,350
HCM1_463_526,324,1219,703,851,1612,945
HCM1_474_537,762,922,1341,1096,1801,843
HCM1_485_548,488,461,92,558,435,389
HCM1_496_559,848,928,546,1288,939,620
HCM1_501_564,264,602,362,812,451,301
HEL2_1_64,324,225,51,1166,2,221
HEL2_12_75,185,374,747,421,239,339
HEL2_23_86,218,210,463,228,60,166
HEL2_34_97,58,298,187,359,322,246
HEL2_45_108,626,395,245,173,83,456
HEL2_56_119,146,321,23,369,136,243
HEL2_67_130,122,268,221,5,176,154
HEL2_78_141,1,50,69,5,0,71
HEL2_89_152,33,70,0,45,216,10
HEL2_100_163,30,69,1,208,4,67
HEL2_111_174,21,296,304,297,192,76
HEL2_122_185,26,276,194,3,61,96
HEL2_133_196,191,867,215,803,289,346
HEL2_144_207,65,654,224,647,766,239
HEL2_155_218,277,484,201,910,522,271
HEL2_166_229,208,726,320,630,658,482
HEL2_177_240,553,664,590,817,591,757
HEL2_188_251,253,479,260,442,410,217
HEL2_199_262,170,106,61,162,147,196
HEL2_210_273,223,227,6,118,279,189
HEL2_221_284,127,324,328,266,309,147
HEL2_232_295,369,329,423,786,368,291
HEL2_243_306,256,309,348,709,458,314
HEL2_254_317,144,289,230,82,60,163
HEL2_265_328,362,565,383,583,104,399
HEL2_276_339,192,489,111,268,304,286
HEL2_287_350,326,469,220,176,526,284
HEL2_298_361,587,931,418,1345,1075,806
HEL2_309_372,509,714,343,557,996,568
HEL2_320_383,394,705,603,345,837,501
HEL2_331_394,157,243,80,275,124,38
HEL2_342_405,437,363,161,125,275,351
HEL2_353_416,14,45,23,7,79,22
HEL2_364_427,33,124,120,122,33,54
HEL2_375_438,68,537,215,314,503,172
HEL2_386_449,46,200,119,145,616,205
HEL2_397_460,45,247,342,171,382,174
HEL2_408_471,208,497,339,563,674,296
HEL2_419_482,187,255,244,162,119,240
HEL2_430_493,71,439,339,223,327,333
HEL2_441_504,653,384,392,976,1285,523
HEL2_452_515,283,501,723,740,386,363
HEL2_463_526,999,864,857,1357,752,1061
HEL2_474_537,163,239,182,186,4,83
HEL2_485_548,153,245,4,139,1,130
HEL2_496_559,243,464,239,546,226,273
HEL2_507_570,157,330,155,276,472,165
HEL2_518_581,375,450,654,724,900,689
HEL2_529_592,240,368,762,508,262,261
HEL2_540_603,38,215,333,521,169,246
HEL2_551_614,47,159,66,208,2,96
HEL2_562_625,24,52,80,31,259,97
HEL2_573_636,797,266,557,802,275,621
HEL2_501_564,579,603,387,1104,168,315
HMLALPHA2_1_64,126,221,120,618,155,186
HMLALPHA2_12_75,99,285,150,186,84,76
HMLALPHA2_23_86,260,671,443,613,739,472
HMLALPHA2_34_97,65,148,205,213,183,203
HMLALPHA2_45_108,46,30,75,21,33,17
HMLALPHA2_56_119,170,202,177,105,32,206
HMLALPHA2_67_130,47,134,8,30,2,89
HMLALPHA2_78_141,22,96,77,107,0,25
HMLALPHA2_89_152,60,53,71,182,12,31
HMLALPHA2_100_163,277,146,75,315,421,208
HMLALPHA2_111_174,199,28,4,12,1,42
HMLALPHA2_122_185,50,45,51,32,4,102
HMLALPHA2_133_196,53,97,29,35,68,86
HMLALPHA2_144_207,63,130,55,50,79,58
HMLALPHA2_147_210,50,32,68,120,103,45
HMO1_1_64,674,726,837,618,925,1113
HMO1_12_75,594,651,470,400,436,558
HMO1_23_86,1098,802,1353,1159,2093,979
HMO1_34_97,370,222,54,154,573,182
HMO1_45_108,617,37,256,358,8,260
HMO1_56_119,693,399,474,371,1046,799
HMO1_67_130,404,623,512,567,234,379
HMO1_78_141,510,363,720,539,837,467
HMO1_89_152,543,690,238,452,342,413
HMO1_100_163,705,236,541,515,1194,679
HMO1_111_174,52,231,447,247,991,327
HMO1_122_185,86,54,1,9,26,130
HMO1_133_196,188,169,119,320,241,409
HMO1_144_207,44,342,368,181,39,224
HMO1_155_218,77,97,281,217,88,107
HMO1_166_229,242,769,657,893,421,652
HMO1_177_240,153,242,48,17,2,65
HMO1_183_246,496,277,1,392,297,275
HMRA2_1_64,12,119,2,224,118,155
HMRA2_12_75,146,27,7,215,166,62
HMRA2_23_86,0,0,1,10,0,4
HMRA2_34_97,49,46,201,157,0,43
HMRA2_45_108,35,42,197,29,79,78
HMRA2_56_119,64,45,75,115,115,40
HMS1_1_64,241,257,145,63,454,203
HMS1_12_75,89,349,139,63,356,238
HMS1_23_86,143,577,106,218,439,495
HMS1_34_97,746,952,641,948,566,551
HMS1_45_108,493,832,811,1371,1274,945
HMS1_56_119,857,663,807,677,450,838
HMS1_67_130,923,588,522,832,414,789
HMS1_78_141,232,375,147,592,437,338
HMS1_89_152,380,411,662,336,211,282
HMS1_100_163,69,24,66,70,3,10
HMS1_111_174,33,38,212,3,0,27
HMS1_122_185,27,56,90,185,70,105
HMS1_133_196,1,6,90,186,0,14
HMS1_144_207,2,144,2,7,0,47
HMS1_155_218,10,92,9,99,0,57
HMS1_166_229,97,181,92,542,241,112
HMS1_177_240,63,174,237,398,224,175
HMS1_188_251,340,305,472,147,385,303
HMS1_199_262,392,167,449,525,400,425
HMS1_210_273,985,224,278,273,384,636
HMS1_221_284,110,250,273,79,337,295
HMS1_232_295,33,52,81,322,0,72
HMS1_243_306,98,514,829,494,159,303
HMS1_254_317,64,134,168,92,148,60
HMS1_265_328,46,186,428,48,177,121
HMS1_276_339,46,259,138,42,249,156
HMS1_287_350,302,443,222,581,277,506
HMS1_298_361,155,128,33,184,179,182
HMS1_309_372,115,548,513,615,592,403
HMS1_320_383,348,581,789,335,774,263
HMS1_331_394,45,271,1,481,94,225
HMS1_342_405,123,315,446,438,276,373
HMS1_353_416,396,220,133,303,288,253
HMS1_364_427,653,480,164,145,252,227
HMS1_371_434,49,99,72,126,148,57
HMS2_1_64,1005,884,771,1149,1113,464
HMS2_12_75,556,472,183,150,177,438
HMS2_23_86,248,619,266,877,1044,395
HMS2_34_97,313,341,207,196,449,205
HMS2_45_108,390,899,849,299,667,460
HMS2_56_119,637,1182,604,1111,1671,825
HMS2_67_130,350,408,578,1212,387,370
HMS2_78_141,287,275,249,591,676,240
HMS2_89_152,119,297,339,716,312,256
HMS2_100_163,457,540,183,355,490,679
HMS2_111_174,63,155,22,180,0,88
HMS2_122_185,609,805,536,1021,772,517
HMS2_133_196,654,1181,813,1117,633,667
HMS2_144_207,341,271,319,283,179,313
HMS2_155_218,271,623,376,486,329,315
HMS2_166_229,240,431,420,913,324,490
HMS2_177_240,1689,1467,964,1678,1136,908
HMS2_188_251,508,1647,2274,1555,1431,1107
HMS2_199_262,1142,1380,1078,1391,1587,1221
HMS2_210_273,1829,1595,574,1384,2132,1357
HMS2_221_284,2363,1608,1426,2192,2560,1373
HMS2_232_295,2525,1810,1167,1756,2331,1465
HMS2_243_306,422,732,528,925,1750,463
HMS2_254_317,831,803,480,806,1311,583
HMS2_265_328,1806,1506,1177,1483,984,1182
HMS2_276_339,903,1215,886,1346,1241,660
HMS2_287_350,935,961,479,1433,1218,921
HMS2_295_358,979,1467,1253,1623,1130,706
HSF1_1_64,119,365,180,213,62,141
HSF1_12_75,126,342,269,218,291,143
HSF1_23_86,232,428,248,831,136,329
HSF1_34_97,346,298,375,575,532,421
HSF1_45_108,317,660,699,384,221,420
HSF1_56_119,105,515,409,730,347,262
HSF1_67_130,125,298,140,411,359,196
HSF1_78_141,185,384,372,772,373,379
HSF1_89_152,242,226,342,158,177,267
HSF1_100_163,105,262,230,209,576,280
HSF1_111_174,85,257,57,359,231,114
HSF1_122_185,313,1244,517,629,822,618
HSF1_133_196,651,329,132,23,269,245
HSF1_144_207,120,246,80,263,250,227
HSF1_155_218,294,352,204,203,413,397
HSF1_166_229,52,189,272,241,359,72
HSF1_177_240,108,95,199,249,375,91
HSF1_188_251,128,83,40,400,367,87
HSF1_199_262,243,120,5,20,1,123
HSF1_210_273,27,79,286,26,154,35
HSF1_221_284,220,24,358,475,149,207
HSF1_232_295,13,223,0,219,64,93
HSF1_243_306,75,76,2,3,3,42
HSF1_254_317,114,111,259,156,149,60
HSF1_265_328,88,153,121,294,0,135
HSF1_276_339,31,60,102,184,115,77
HSF1_287_350,48,101,1,170,37,25
HSF1_298_361,43,152,126,360,154,253
HSF1_309_372,79,330,146,368,229,120
HSF1_320_383,3,7,1,9,0,13
HSF1_331_394,2,67,1,22,1,98
HSF1_342_405,2,85,1,0,0,57
HSF1_353_416,5,98,25,2,0,100
HSF1_364_427,35,113,9,178,0,10
HSF1_375_438,107,94,228,106,4,77
HSF1_386_449,97,210,2,219,77,78
HSF1_397_460,279,128,343,675,207,240
HSF1_408_471,136,73,328,623,256,75
HSF1_419_482,56,122,79,254,114,171
HSF1_430_493,70,92,57,15,0,57
HSF1_441_504,41,119,611,51,127,59
HSF1_452_515,231,123,80,295,0,134
HSF1_463_526,34,30,76,1,59,20
HSF1_474_537,198,412,253,457,668,218
HSF1_485_548,84,342,208,460,186,124
HSF1_496_559,58,307,233,533,280,204
HSF1_507_570,201,465,388,563,794,543
HSF1_518_581,56,187,149,165,0,69
HSF1_529_592,132,346,441,82,201,171
HSF1_540_603,238,213,652,360,565,137
HSF1_551_614,62,114,110,175,144,402
HSF1_562_625,2,226,63,15,84,33
HSF1_573_636,210,159,77,155,72,89
HSF1_584_647,32,67,429,163,156,58
HSF1_595_658,53,178,56,520,571,180
HSF1_606_669,90,53,224,210,349,158
HSF1_617_680,313,184,438,265,637,333
HSF1_628_691,226,157,566,696,419,237
HSF1_639_702,379,650,526,884,1103,452
HSF1_650_713,170,405,266,381,743,298
HSF1_661_724,357,267,231,292,109,323
HSF1_672_735,1102,786,690,1936,1318,899
HSF1_683_746,649,457,811,513,758,454
HSF1_694_757,418,361,536,610,543,559
HSF1_705_768,375,357,909,499,388,440
HSF1_716_779,27,238,59,2,410,133
HSF1_727_790,162,218,2,174,5,46
HSF1_738_801,230,545,735,645,1125,685
HSF1_749_812,38,75,79,56,2,13
HSF1_760_823,412,368,232,362,443,322
HSF1_771_834,280,251,38,131,230,212
HSF1_770_833,311,46,319,279,357,290
INO2_1_64,348,366,464,670,362,234
INO2_12_75,462,636,663,550,282,504
INO2_23_86,1856,668,876,1204,1300,1039
INO2_34_97,1480,1436,1236,1466,1557,1284
INO2_45_108,1414,1550,1180,1990,2481,1059
INO2_56_119,800,1108,737,73,100,458
INO2_67_130,1344,1014,791,803,330,988
INO2_78_141,1930,1013,844,789,2119,844
INO2_89_152,745,972,1101,520,1241,889
INO2_100_163,374,314,431,560,349,443
INO2_111_174,466,311,434,667,283,240
INO2_122_185,256,177,436,187,97,101
INO2_133_196,56,248,4,2,0,105
INO2_144_207,284,412,570,406,571,406
INO2_155_218,40,143,44,222,73,232
INO2_166_229,356,126,267,429,147,349
INO2_177_240,473,355,356,145,290,379
INO2_188_251,898,419,591,564,927,502
INO2_199_262,544,350,453,802,674,534
INO2_210_273,396,254,175,143,151,316
INO2_221_284,40,78,40,6,204,126
INO2_232_295,23,83,36,190,502,59
INO2_241_304,1,11,66,11,7,49
INO4_1_64,300,126,3,1,214,97
INO4_12_75,171,104,67,45,4,36
INO4_23_86,45,77,214,78,4,42
INO4_34_97,48,188,142,52,79,117
INO4_45_108,92,108,339,35,416,88
INO4_56_119,61,38,0,164,1,18
INO4_67_130,267,152,3,303,87,48
INO4_78_141,61,230,145,363,221,184
INO4_89_152,113,90,0,27,24,123
INO4_88_151,161,158,190,210,381,401
ITC1_1_64,173,708,654,552,481,405
ITC1_12_75,58,392,148,731,301,327
ITC1_23_86,76,276,262,32,508,103
ITC1_34_97,456,681,1160,1438,925,610
ITC1_45_108,481,901,164,770,971,436
ITC1_56_119,48,26,198,89,136,46
ITC1_67_130,99,399,110,300,325,158
ITC1_78_141,279,363,208,495,359,201
ITC1_89_152,183,550,327,764,127,331
ITC1_100_163,464,330,451,356,516,390
ITC1_111_174,374,610,539,1072,840,588
ITC1_122_185,865,838,638,858,148,756
ITC1_133_196,66,6,35,254,95,66
ITC1_144_207,345,251,315,58,59,361
ITC1_155_218,8,106,1,68,120,83
ITC1_166_229,22,157,214,127,30,85
ITC1_177_240,28,171,0,1,87,164
ITC1_188_251,2,132,413,25,1,136
ITC1_199_262,190,133,207,402,351,228
ITC1_210_273,16,57,1,60,98,2
ITC1_221_284,146,246,8,188,130,157
ITC1_232_295,30,9,31,0,0,0
ITC1_243_306,23,83,1,0,0,3
ITC1_254_317,5,0,0,1,0,0
ITC1_265_328,7,87,0,67,12,4
ITC1_276_339,63,67,112,83,118,66
ITC1_287_350,187,106,0,80,46,61
ITC1_298_361,313,52,31,13,101,247
ITC1_309_372,12,94,61,6,151,5
ITC1_320_383,28,21,10,20,99,92
ITC1_331_394,2,33,105,0,1,0
ITC1_342_405,160,390,181,52,247,206
ITC1_353_416,228,372,492,878,492,322
ITC1_364_427,139,468,559,982,181,229
ITC1_375_438,265,702,439,753,369,350
ITC1_386_449,45,421,324,564,206,105
ITC1_397_460,76,370,392,218,204,251
ITC1_408_471,147,464,333,609,352,251
ITC1_419_482,581,483,801,574,826,530
ITC1_430_493,357,614,389,813,387,351
ITC1_441_504,228,117,79,224,17,108
ITC1_452_515,7,43,205,8,53,2
ITC1_463_526,45,1,4,12,0,2
ITC1_474_537,7,30,1,1,98,49
ITC1_485_548,2,127,4,5,0,104
ITC1_496_559,169,261,140,222,2,232
ITC1_507_570,137,149,106,341,14,79
ITC1_518_581,156,73,4,59,124,226
ITC1_529_592,289,0,1,64,141,79
ITC1_540_603,3,88,54,6,38,12
ITC1_551_614,36,167,230,6,3,48
ITC1_562_625,123,49,150,18,374,72
ITC1_573_636,0,8,0,5,187,0
ITC1_584_647,3,3,110,0,0,1
ITC1_595_658,128,150,24,110,73,138
ITC1_606_669,74,271,149,688,176,217
ITC1_617_680,86,84,234,101,65,66
ITC1_628_691,76,429,226,301,790,176
ITC1_639_702,180,201,61,285,37,173
ITC1_650_713,16,250,380,210,17,201
ITC1_661_724,439,315,2,90,80,148
ITC1_672_735,201,409,434,508,487,301
ITC1_683_746,200,580,857,520,1005,420
ITC1_694_757,139,768,776,728,787,419
ITC1_705_768,190,288,378,1353,242,330
ITC1_716_779,314,429,122,591,1070,186
ITC1_727_790,281,980,425,256,867,586
ITC1_738_801,179,190,484,138,560,298
ITC1_749_812,381,316,468,194,518,373
ITC1_760_823,61,297,171,123,221,194
ITC1_771_834,118,141,120,218,553,214
ITC1_782_845,117,201,335,80,430,270
ITC1_793_856,75,110,173,174,128,114
ITC1_804_867,67,144,200,255,290,82
ITC1_815_878,39,290,135,151,378,143
ITC1_826_889,91,362,365,395,391,361
ITC1_837_900,87,219,433,150,282,232
ITC1_848_911,325,832,219,979,153,452
ITC1_859_922,118,606,337,343,503,248
ITC1_870_933,395,886,692,811,719,560
ITC1_881_944,415,454,328,550,1001,467
ITC1_892_955,324,662,691,894,581,486
ITC1_903_966,344,536,718,535,374,473
ITC1_914_977,299,368,467,405,872,367
ITC1_925_988,35,43,1,6,2,0
ITC1_936_999,112,231,154,183,146,196
ITC1_947_1010,20,23,158,7,0,10
ITC1_958_1021,12,20,59,188,144,36
ITC1_969_1032,363,359,72,108,123,91
ITC1_980_1043,288,171,32,262,2,202
