,1_1_1,1_1_2,1_2_1,1_2_2,1_3_1,1_3_2,1_4_1,1_4_2,1_5_1,1_5_2,1_6_1,1_6_2,1_7_1,1_7_2,1_8_1,1_8_2
HAP4_166_229,1235,0,1036,1590,0,1959,88,2,0,188,1,1,2,1,2,0
HAP4_177_240,201,42,420,108,0,0,1,1,0,0,0,1,1,0,0,0
HAP4_188_251,252,532,1,113,108,0,0,0,0,0,0,0,0,1,2,0
HAP4_199_262,0,0,0,0,0,1,0,638,766,9,0,187,126,79,0,0
HAP4_210_273,0,5,0,564,416,0,0,0,1186,0,0,70,0,0,0,0
HAP4_221_284,190,190,0,786,118,119,550,32,1,2,0,259,0,0,0,0
HAP4_232_295,0,2,0,0,0,268,0,227,0,0,0,0,0,0,1,0
HAP4_243_306,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0
HAP4_254_317,0,0,0,82,0,0,0,0,0,445,0,0,0,0,0,0
HAP4_265_328,2,0,1370,781,0,91,0,574,526,945,378,0,879,2,2,0
HAP4_276_339,0,307,0,0,1,0,130,0,1,0,0,0,0,0,0,0
HAP4_287_350,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP4_298_361,0,0,1,0,0,269,306,0,29,1,0,0,0,0,1,0
HAP4_309_372,0,0,0,1,0,0,0,0,0,0,95,0,0,0,0,0
HAP4_320_383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HAP4_331_394,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
HAP4_342_405,279,20,188,0,1,238,75,1,0,0,0,0,0,0,0,0
HAP4_353_416,0,289,457,523,196,102,711,725,1,0,1,2,1,0,0,0
HAP4_364_427,1489,113,65,707,1,2,0,0,1,1,0,1,2,2,1,2
HAP4_375_438,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
HAP4_386_449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HAP4_397_460,536,1,206,1671,1160,1,1,166,874,1,0,1,0,0,1,0
HAP4_408_471,131,251,0,1169,519,1,1,0,0,1,2,0,3,0,1,1
HAP4_419_482,1,2,1,0,3,0,1519,1,157,3346,0,1,0,1,3,1
HAP4_430_493,0,0,0,0,0,0,135,0,312,0,16,0,0,0,0,0
HAP4_441_504,0,0,0,8,0,0,0,0,0,98,0,0,0,0,0,0
HAP4_452_515,86,0,217,1438,0,15,0,0,0,0,0,0,1,1,0,0
HAP4_463_526,310,0,197,12,39,499,0,0,0,0,1,1,0,0,0,0
HAP4_474_537,2,0,28,690,668,2,1,0,349,2211,154,39,0,1,0,0
HAP4_485_548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP4_491_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP5_1_64,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP5_12_75,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0
HAP5_23_86,1,0,0,0,0,0,0,2,0,0,130,0,0,0,0,0
HAP5_34_97,154,218,26,483,231,284,0,1,0,2,1,0,0,2,0,0
HAP5_45_108,0,1984,939,233,11,1,0,0,3,1,0,2,0,1,2,2
HAP5_56_119,4,0,644,2567,1810,847,235,44,46,1,1,1,0,1,0,0
HAP5_67_130,0,0,9,4,0,25,0,0,0,0,0,0,0,0,0,0
HAP5_78_141,0,3,0,1,0,21,0,1,271,0,0,0,0,0,0,0
HAP5_89_152,0,0,0,0,0,29,0,0,0,1,34,0,279,0,0,0
HAP5_100_163,0,0,15,5,1,18,1111,0,1869,242,0,0,1,454,0,0
HAP5_111_174,1,433,11,1,0,13,0,0,0,0,0,0,0,1,0,0
HAP5_122_185,0,5,0,10,494,542,278,405,44,1,0,0,0,0,1,0
HAP5_133_196,2,531,0,249,1,259,358,408,38,0,658,2,1,1,0,1
HAP5_144_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAP5_155_218,17,115,0,1176,104,491,34,405,0,404,799,5,0,0,0,2
HAP5_166_229,0,0,0,1,242,1,0,0,79,0,522,0,0,416,0,0
HAP5_177_240,0,0,2,1,0,2,556,29,2365,3652,2,1117,0,2611,5,1
HAP5_179_242,0,1,3,2,304,1,128,0,1478,1129,2159,494,1,840,0,1
HCM1_1_64,147,357,25,224,0,0,1,0,0,1,0,0,0,0,1,0
HCM1_12_75,0,102,0,49,0,3,1,0,0,0,0,0,0,0,0,0
HCM1_23_86,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HCM1_34_97,0,17,41,0,14,0,0,0,0,0,0,0,0,0,0,0
HCM1_45_108,100,249,358,757,0,0,169,0,0,0,0,0,0,1,0,1
HCM1_56_119,0,1,0,0,0,0,0,1054,0,0,0,405,0,0,0,1
HCM1_67_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_78_141,0,0,1,1,0,1,0,0,0,122,0,0,0,1,0,1846
HCM1_89_152,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,1
HCM1_100_163,0,2,5,4,2,2,2,56,0,10,0,3,3,1247,2741,11925
HCM1_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_122_185,0,0,2,0,0,2,0,550,0,410,134,630,16,99,0,0
HCM1_133_196,0,0,1,1,0,0,2,0,0,2,0,0,310,4489,0,0
HCM1_144_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_155_218,2,0,0,0,1,1,1,0,974,0,0,0,0,0,0,1
HCM1_166_229,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,32
HCM1_177_240,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0
HCM1_188_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_199_262,0,0,0,0,0,123,0,0,1,0,3,0,0,0,1,0
HCM1_210_273,0,0,0,0,0,0,0,1,405,0,0,0,91,0,0,0
HCM1_221_284,1,0,708,0,0,113,255,1213,0,1,0,0,0,1,0,1
HCM1_232_295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
HCM1_243_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_254_317,168,156,329,8,0,149,0,1,0,0,0,0,0,1,0,0
HCM1_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_276_339,2,95,255,726,1015,148,0,1,0,2,0,0,0,0,1,0
HCM1_287_350,696,157,0,860,0,427,33,0,469,0,1,1,435,1,2,1
HCM1_298_361,0,0,1,1,1,0,2,1,1809,717,97,177,0,0,0,0
HCM1_309_372,4,2,2,0,0,0,102,1,1,428,470,1973,3417,1675,1,5
HCM1_320_383,2,1,0,1,1,103,2807,0,2,2130,1847,3,2,3,3,3
HCM1_331_394,0,0,12,105,0,0,323,0,0,1097,1,311,1,0,1,0
HCM1_342_405,0,0,212,292,126,2,591,638,481,472,0,288,1,0,1,1
HCM1_353_416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCM1_364_427,3,182,154,1,573,159,855,0,1398,389,1,1,0,0,1,0
HCM1_375_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM1_386_449,513,116,0,0,96,0,0,0,541,0,0,360,0,0,1,0
HCM1_397_460,561,908,564,56,1,2,1,0,1250,0,0,0,2,2,0,1
HCM1_408_471,397,0,440,1523,2,44,0,1,0,0,11,0,0,1,2,1
HCM1_419_482,2,0,15,1,0,0,0,0,0,1,2090,688,1,1,0,1
HCM1_430_493,0,0,56,233,26,0,0,0,0,0,0,0,0,0,0,0
HCM1_441_504,0,0,1,0,0,1,0,0,0,1572,0,39,0,0,0,1
HCM1_452_515,2,504,1,1,1593,0,77,0,0,0,0,1,65,0,2,0
HCM1_463_526,1,5,0,3,301,563,1,0,2452,4229,820,1,4,0,1,0
HCM1_474_537,1,189,299,0,0,241,0,23,0,0,0,0,0,0,0,0
HCM1_485_548,0,0,72,0,0,0,0,0,0,2,0,0,0,0,0,0
HCM1_496_559,0,0,143,1,0,0,0,1,2,1986,525,0,0,1,0,0
HCM1_501_564,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0
HEL2_1_64,3963,1624,729,918,6,395,0,1,3,1,4,2,1,3,1,0
HEL2_12_75,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HEL2_23_86,420,808,0,536,190,53,0,0,0,0,1,0,0,2,0,0
HEL2_34_97,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
HEL2_45_108,0,3,0,0,2,0,0,1,0,0,0,0,505,1500,0,0
HEL2_56_119,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
HEL2_67_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_89_152,0,0,910,320,1,366,27,490,179,351,0,0,0,0,0,1
HEL2_100_163,0,1,0,186,1,0,1,1,953,740,0,239,0,1,1,0
HEL2_111_174,9,0,0,19,0,0,276,0,0,0,0,0,0,0,0,0
HEL2_122_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_133_196,4,0,1,0,92,1,3,811,3,123,693,1459,1682,1587,2,2470
HEL2_144_207,1,0,0,1,117,0,1,124,584,0,0,0,0,1135,2,0
HEL2_155_218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_166_229,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0
HEL2_177_240,674,0,122,113,221,0,2,0,0,0,0,0,0,0,1,1
HEL2_188_251,0,0,0,0,0,0,0,928,0,0,0,0,163,0,0,0
HEL2_199_262,0,51,0,0,0,0,0,0,0,400,0,0,0,0,0,0
HEL2_210_273,62,82,0,0,0,0,239,41,0,0,0,0,0,0,0,0
HEL2_221_284,0,0,0,0,0,0,1,1,0,833,0,134,0,0,0,0
HEL2_232_295,166,0,1,360,295,0,207,404,1017,63,138,650,0,0,2,1
HEL2_243_306,1,0,0,1,0,0,0,1,2,0,1,0,1602,4107,2,34
HEL2_254_317,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_265_328,0,291,0,1,10,0,195,69,0,3,0,1,0,0,0,0
HEL2_276_339,2,13,0,0,79,0,1,0,0,2520,0,0,2,1,0,7
HEL2_287_350,2,0,2,375,614,0,241,68,1075,683,442,0,1,0,0,0
HEL2_298_361,0,0,843,899,175,1062,426,1067,1081,1050,1,0,1,1094,3,2
HEL2_309_372,2,0,43,0,3,0,684,0,1202,2,253,994,22,1852,4,0
HEL2_320_383,0,597,628,787,394,763,230,283,0,0,411,330,0,303,1,3
HEL2_331_394,1,0,0,0,0,0,711,0,101,0,0,0,0,0,0,0
HEL2_342_405,2,0,1612,209,217,0,1,0,0,395,444,352,1,0,3,0
HEL2_353_416,708,7,0,0,1145,0,545,0,0,2555,115,1,0,1,1,0
HEL2_364_427,0,0,0,335,2,0,0,0,0,2,0,0,0,0,0,0
HEL2_375_438,2,1,479,4,1,1840,1132,459,4289,1,1,1281,2,2,2,4
HEL2_386_449,3,0,1,2,1,1883,2,1,0,2,1467,3,39,1,2,1
HEL2_397_460,0,0,1,0,0,1,0,0,1,1,1493,1,1338,0,2,0
HEL2_408_471,0,0,0,0,0,0,467,0,0,0,0,438,1,0,1,0
HEL2_419_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_430_493,278,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_441_504,0,190,75,787,0,2,310,130,1,0,1,0,0,0,0,0
HEL2_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_463_526,0,0,1018,0,1,357,133,274,463,354,183,0,0,0,0,0
HEL2_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_485_548,0,0,1,0,1,0,0,0,0,0,209,0,1115,0,1,0
HEL2_496_559,1,388,0,205,477,544,448,0,0,411,0,0,0,1,0,0
HEL2_507_570,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HEL2_518_581,1,441,314,3,535,1609,634,291,1,75,0,1,0,1,2,0
HEL2_529_592,184,468,300,606,198,159,0,2,0,0,0,0,1,0,0,1
HEL2_540_603,0,0,1,0,792,0,1167,0,272,28,0,0,0,3,0,1
HEL2_551_614,0,0,196,0,0,0,746,0,391,0,0,1,0,0,1,0
HEL2_562_625,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEL2_573_636,185,0,1291,730,151,151,978,4,0,0,0,0,0,2,0,1
HEL2_501_564,3,177,1550,3512,2,1,636,191,1,164,1,1,0,0,2,3
HMLALPHA2_1_64,0,0,0,0,0,0,0,0,0,1,292,57,0,0,1,0
HMLALPHA2_12_75,2,2,2,1,59,4,3,1,623,4,543,2,785,2506,2,5942
HMLALPHA2_23_86,0,0,0,3,0,0,351,2,44,371,189,1524,1,1392,2,0
HMLALPHA2_34_97,0,16,0,1,23,384,433,0,136,2178,0,135,2,27,4,0
HMLALPHA2_45_108,0,137,2,717,81,0,398,0,123,189,1,22,4,0,0,0
HMLALPHA2_56_119,358,39,780,0,94,0,168,261,2,0,1,1,1,853,0,0
HMLALPHA2_67_130,0,0,1,1,787,1,0,0,0,1290,0,2,0,1,1,0
HMLALPHA2_78_141,0,177,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HMLALPHA2_89_152,0,141,0,71,0,1,0,0,0,0,0,0,0,0,0,0
HMLALPHA2_100_163,1,2,972,227,30,271,492,1,1,316,0,1,2,1,1,1
HMLALPHA2_111_174,38,0,0,0,0,0,0,0,237,0,0,0,1,0,1,0
HMLALPHA2_122_185,267,186,63,84,0,1,0,0,0,0,0,1,0,0,0,0
HMLALPHA2_133_196,0,0,0,3,1,9,471,2,0,1,0,1,2,0,0,0
HMLALPHA2_144_207,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMLALPHA2_147_210,99,215,515,13,713,71,40,0,189,1,0,0,1,3,0,2
HMO1_1_64,267,97,1747,1366,437,397,1,460,2,1,2,2,0,1,0,0
HMO1_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMO1_23_86,0,1094,1452,1204,4,0,307,1467,1,579,1,1,1,1,0,0
HMO1_34_97,279,0,502,1037,543,43,334,0,0,1,0,0,1,0,1,1
HMO1_45_108,643,414,286,300,0,3,0,0,0,0,0,0,0,1,0,0
HMO1_56_119,0,0,0,0,2,0,1,0,1,0,39,1434,0,0,180,1
HMO1_67_130,0,0,0,0,0,0,1,1,0,1,0,0,0,3501,0,0
HMO1_78_141,420,0,1,1,1,1,0,1,2,1,436,1,1,1,3,5692
HMO1_89_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMO1_100_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMO1_111_174,512,819,14,13,6,121,15,1,20,11,10,8,9,12,27,9
HMO1_122_185,129,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMO1_133_196,848,0,97,1628,1,0,0,0,1,65,0,112,1,1,1,1
HMO1_144_207,0,0,0,0,0,0,0,67,0,0,0,0,31,0,0,0
HMO1_155_218,124,0,1636,662,840,489,222,1069,1,0,2,0,1,2,0,3
HMO1_166_229,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
HMO1_177_240,291,553,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HMO1_183_246,0,829,1,365,0,791,830,0,1,1,1,0,0,1,1,0
HMRA2_1_64,0,0,3,0,0,1968,2,1,847,0,0,0,0,2,3,1
HMRA2_12_75,0,1,0,1296,0,854,1,0,179,0,1,610,0,1,0,0
HMRA2_23_86,350,0,0,0,988,13,0,0,18,0,0,16,0,0,2,1
HMRA2_34_97,34,0,929,0,0,0,0,63,1,0,1,0,2,1,0,0
HMRA2_45_108,0,1,0,904,148,0,0,0,234,1,2,1,0,0,0,0
HMRA2_56_119,113,246,526,19,691,73,35,1,220,0,0,0,3,4,0,1
HMS1_1_64,0,37,987,357,24,314,49,109,1,168,0,288,0,0,1,1
HMS1_12_75,1,0,0,1,1773,0,1,0,0,494,276,142,0,2,0,0
HMS1_23_86,0,0,0,0,1,0,0,0,0,0,0,331,0,0,0,0
HMS1_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_45_108,182,60,340,0,68,96,505,0,0,0,0,0,0,0,0,1
HMS1_56_119,0,205,0,83,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_67_130,146,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_78_141,0,1,1,0,0,0,0,0,0,139,0,0,0,0,0,0
HMS1_89_152,0,0,0,447,0,0,0,744,231,193,0,0,0,0,0,0
HMS1_100_163,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_111_174,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
HMS1_122_185,0,0,0,0,57,0,0,0,0,517,0,0,0,0,0,0
HMS1_133_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_144_207,552,56,1,156,688,435,0,0,0,1,1,0,1,1,0,1
HMS1_155_218,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HMS1_166_229,1,0,0,0,0,0,0,694,0,0,1,0,0,1,0,0
HMS1_177_240,0,0,0,0,0,1,0,0,0,0,516,0,1,0,0,0
HMS1_188_251,2,0,0,425,637,3,141,491,522,90,239,2137,2,1,1,0
HMS1_199_262,0,1,0,1,384,101,515,13,0,127,396,66,1,320,3,0
HMS1_210_273,444,0,0,0,581,1148,134,200,0,0,0,0,0,0,1,1
HMS1_221_284,0,0,1,517,0,0,906,0,1,598,1,79,0,0,0,0
HMS1_232_295,0,0,0,499,0,1,0,268,0,0,257,210,0,1,0,0
HMS1_243_306,0,0,0,1,90,0,984,0,0,1040,1027,224,1,2,1,1
HMS1_254_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_276_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_287_350,0,0,1050,1,570,471,972,1145,1,954,0,719,3,2,3,1
HMS1_298_361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_309_372,102,386,213,452,0,265,0,94,0,0,0,0,0,0,0,1
HMS1_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_331_394,3,0,1,0,179,740,41,64,150,30,0,790,1,3,1,1
HMS1_342_405,0,150,39,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS1_353_416,0,1,1110,1389,211,177,1,288,0,237,701,0,0,0,0,0
HMS1_364_427,0,0,0,0,0,0,731,439,0,2,0,0,0,0,1,0
HMS1_371_434,0,0,70,0,1150,0,0,0,0,305,0,131,0,2,0,0
HMS2_1_64,5,5,3,2,4,11,0,2,190,10,1,4,1649,3,13430,9971
HMS2_12_75,1,0,2,0,0,2,0,0,351,16,1,873,4728,1,1,0
HMS2_23_86,8,6,8,30,7,11,4,4,8,8,5,5,4972,9867,17610,4
HMS2_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
HMS2_45_108,0,0,1,0,1,1,18,0,11,1022,1,708,19,0,1,1
HMS2_56_119,3,0,0,478,0,57,253,2663,270,1034,0,159,0,2,2,2
HMS2_67_130,106,1,0,26,0,0,148,0,0,1,0,0,0,0,0,0
HMS2_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
HMS2_89_152,38,163,393,0,451,65,0,0,0,0,1,0,0,1,0,0
HMS2_100_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMS2_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
HMS2_122_185,0,0,1,1,3,2,0,0,1087,1,0,1008,558,704,4747,0
HMS2_133_196,0,0,0,0,0,0,0,1,1,0,540,0,0,0,0,0
HMS2_144_207,2,525,1,60,0,2,1,12,0,16,653,1141,0,0,0,0
HMS2_155_218,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4593
HMS2_166_229,0,0,17,0,0,0,194,2,0,0,0,178,385,0,0,0
HMS2_177_240,208,2,1,216,499,602,154,264,829,171,152,177,1924,2,3,1
HMS2_188_251,0,0,1,0,0,0,0,0,0,226,136,0,0,2,0,0
HMS2_199_262,0,0,1,285,0,0,484,89,1306,817,1035,162,244,0,0,1
HMS2_210_273,1,355,1082,137,0,295,1677,62,0,1,1,0,3,0,1,0
HMS2_221_284,4,13,4,4,4,11,3,2,3,5,3820,924,6492,8036,7127,9400
HMS2_232_295,2,3,1,1638,2395,1369,1,1,83,1083,1059,2693,445,1813,5,1
HMS2_243_306,0,0,0,105,0,0,0,0,0,32,0,1,0,0,1,0
HMS2_254_317,0,0,1,0,1,2,0,0,0,523,191,1049,1,429,1,0
HMS2_265_328,0,1,4,1,1,1,2,0,1374,1746,1982,85,3995,968,3,2
HMS2_276_339,0,0,1,1,0,4,0,2,0,0,1,0,773,3309,4083,142
HMS2_287_350,3,2,4,0,1,1,327,78,3091,1428,849,1287,780,1587,4,2574
HMS2_295_358,11,0,2,4,2,8,3,2,5,3,1349,179,7538,4807,1,1
HSF1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_12_75,741,1383,993,11,14,969,1077,240,0,266,1,2,1,1,0,0
HSF1_23_86,106,302,634,671,0,0,229,87,0,0,1,0,0,0,1,0
HSF1_34_97,0,1258,313,726,62,317,3,0,0,389,0,1,0,0,0,0
HSF1_45_108,0,0,0,0,0,1,0,0,257,0,0,0,0,0,0,0
HSF1_56_119,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0
HSF1_67_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_78_141,0,0,0,0,0,0,0,396,0,212,0,335,0,275,0,0
HSF1_89_152,0,0,1,0,462,1674,1,973,3,2,0,1,3,2,1,0
HSF1_100_163,0,0,0,0,0,0,0,927,0,0,1,0,0,0,0,1
HSF1_111_174,2,0,217,1169,633,265,384,982,154,807,759,0,0,1,3,2
HSF1_122_185,1,541,1348,0,1,267,777,0,55,224,0,0,0,1,0,1
HSF1_133_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_144_207,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
HSF1_155_218,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HSF1_166_229,2,12,1,6,3,8,0,8,4,1889,759,2,116,5,13263,3
HSF1_177_240,0,0,0,1,0,0,0,178,0,1192,427,728,1,2,0,0
HSF1_188_251,0,0,384,560,0,0,0,0,1,0,0,0,1,0,0,0
HSF1_199_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_210_273,1,0,0,0,826,0,318,323,64,0,0,53,0,1,2,0
HSF1_221_284,0,0,0,400,0,18,35,0,483,1,0,0,0,0,1,0
HSF1_232_295,0,0,0,0,0,0,0,181,14,0,0,0,0,0,0,0
HSF1_243_306,0,0,17,573,0,1,0,142,1211,271,0,0,0,1,0,1
HSF1_254_317,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0
HSF1_265_328,1,0,738,201,1,0,0,0,0,0,0,0,0,0,0,0
HSF1_276_339,67,568,1,152,149,502,0,229,1,0,0,0,0,0,1,1
HSF1_287_350,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0
HSF1_298_361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_309_372,2,1,0,0,1,243,1,0,0,1,0,860,0,0,0,0
HSF1_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_331_394,0,1,0,183,0,0,0,0,0,0,0,0,0,0,1,0
HSF1_342_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_353_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_364_427,1,0,0,0,42,855,0,0,0,91,1,116,0,1,0,0
HSF1_375_438,1,93,0,0,1029,1707,30,11,0,3,2,146,1,0,3,1
HSF1_386_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_397_460,480,220,324,0,1,413,0,1034,1,1,0,0,1,1,0,0
HSF1_408_471,1404,30,144,225,581,0,0,0,0,0,0,1,0,0,1,0
HSF1_419_482,580,0,0,1,0,628,443,162,62,0,0,0,0,0,0,1
HSF1_430_493,0,0,1061,0,0,1,0,161,0,0,1,0,1,0,0,1
HSF1_441_504,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
HSF1_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_463_526,656,139,0,127,0,0,0,0,0,0,0,1,0,0,0,0
HSF1_474_537,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_485_548,13,0,0,0,0,354,825,189,0,89,0,1,0,0,0,0
HSF1_496_559,1,0,238,1,0,0,1,1,1,1815,0,1,0,837,0,0
HSF1_507_570,154,1,2,463,216,4,158,202,0,0,0,0,0,1,1,1
HSF1_518_581,379,282,161,0,0,0,0,1,0,0,0,0,0,0,1,0
HSF1_529_592,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
HSF1_540_603,0,65,0,177,0,135,82,0,0,0,0,0,0,0,0,0
HSF1_551_614,0,0,1,2498,92,0,132,597,3,0,1,0,4,0,0,0
HSF1_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_573_636,1,469,0,0,0,2,1130,907,0,0,1,0,0,1,0,1
HSF1_584_647,243,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_595_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_606_669,158,145,0,0,0,0,0,3,0,0,0,0,0,0,0,1
HSF1_617_680,0,0,460,0,903,0,0,2,267,0,509,0,357,3,0,0
HSF1_628_691,393,0,0,22,0,22,383,54,1,1,2,105,1,1,1,0
HSF1_639_702,0,0,0,0,2,0,844,1,0,32,0,2,453,2,0,1
HSF1_650_713,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HSF1_661_724,16,243,122,48,0,0,1,346,0,0,0,0,0,0,0,0
HSF1_672_735,1600,239,1040,91,1261,288,72,0,0,0,0,1,2,2,0,1
HSF1_683_746,0,0,0,558,801,132,0,376,0,116,0,0,0,0,0,0
HSF1_694_757,0,0,0,0,0,1,0,115,0,201,1,0,0,0,1,0
HSF1_705_768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_716_779,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
HSF1_727_790,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HSF1_738_801,0,0,0,0,4,0,0,4,0,16,0,0,0,0,0,0
HSF1_749_812,0,38,0,140,231,0,0,0,0,0,0,0,0,0,0,0
HSF1_760_823,0,0,115,3,0,1144,0,0,0,748,368,413,0,0,1,0
HSF1_771_834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1_770_833,0,0,0,0,581,0,178,39,1,0,0,0,187,0,1,0
INO2_1_64,412,152,0,0,0,0,1,43,0,0,0,0,0,0,0,0
INO2_12_75,148,0,0,0,104,3,0,0,0,0,0,0,0,83,0,2
INO2_23_86,25,239,1355,394,0,0,0,256,2,1,15,1,0,1,1,0
INO2_34_97,0,1,0,0,0,0,1,1,4097,1072,0,1,9,0,2,1
INO2_45_108,2,4,3,1156,1,432,607,205,341,567,1,620,1,972,1,0
INO2_56_119,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
INO2_67_130,0,1,1612,1,1,0,152,858,1296,891,0,0,1,2,1,1
INO2_78_141,0,0,0,1,0,3,0,0,0,684,0,462,0,0,0,0
