,1_1_1,1_1_2,1_1_3,1_2_1,1_2_2,1_2_3,1_3_1,1_3_2,1_3_3,1_4_1,1_4_2,1_4_3,1_5_1,1_5_2,1_5_3,1_6_1,1_6_2,1_6_3,1_7_1,1_7_2,1_7_3,1_8_1,1_8_2,1_8_3
FKH2_672_735,469,65,14,289,324,103,394,712,166,63,180,1,0,0,0,0,219,0,0,0,0,0,0,0
FKH2_683_746,385,41,514,188,87,167,15,0,5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
FKH2_694_757,469,29,138,96,1,0,130,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKH2_705_768,555,163,606,100,18,195,0,1,372,11,0,504,0,0,0,0,0,0,0,0,0,0,0,0
FKH2_716_779,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKH2_727_790,0,6,142,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
FKH2_738_801,0,202,0,0,0,0,1,0,0,42,0,1049,159,0,0,261,24,74,0,0,0,0,0,1
FKH2_749_812,0,9,0,0,106,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FKH2_760_823,432,126,822,328,171,125,113,319,366,0,334,399,0,0,0,1,0,0,0,0,0,0,0,0
FKH2_771_834,0,0,0,0,0,0,156,692,0,80,248,0,0,411,219,0,99,1,0,0,0,0,0,0
FKH2_782_845,1289,156,976,116,114,435,61,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKH2_793_856,0,40,0,5,0,0,72,0,0,3,0,87,92,0,0,0,0,0,0,0,0,0,0,0
FKH2_799_862,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0
FYV5_1_64,0,0,0,0,0,0,0,0,106,50,0,0,470,0,0,0,0,0,0,0,0,0,0,0
FYV5_12_75,0,0,0,0,151,54,103,24,508,70,508,2096,186,1371,654,344,16,840,35,0,1,0,0,0
FYV5_23_86,0,0,0,0,413,1,207,30,509,44,179,967,0,1482,142,227,742,293,896,1459,2720,1,0,0
FYV5_34_97,0,0,0,168,0,0,7,0,284,27,47,39,409,51,377,593,1003,790,651,1138,4786,2,0,0
FYV5_45_108,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,282,0,0,0,0,0,0
FYV5_56_119,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
FYV5_67_130,68,0,0,183,0,0,0,0,0,3,0,0,0,114,0,0,0,0,0,0,0,0,0,0
FYV5_78_141,0,0,0,0,8,0,7,0,0,16,0,0,21,0,0,96,0,0,0,853,0,5,0,0
FYV5_89_152,0,0,37,0,0,0,88,0,135,0,92,167,0,0,0,292,0,0,379,0,30,0,0,0
FZF1_1_64,1,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,7,0,15,60,0,0,0
FZF1_12_75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FZF1_23_86,4,0,2,2,0,0,83,170,3,14,0,64,0,1,101,0,3,1,0,0,0,1,0,0
FZF1_34_97,5,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0
FZF1_45_108,0,1,0,0,1,0,2,3,0,3,47,0,4,0,0,3,241,0,369,761,0,0,0,0
FZF1_56_119,0,0,1,0,11,0,0,0,309,0,0,146,16,0,879,0,0,168,0,0,0,0,0,0
FZF1_67_130,879,48,123,963,100,327,0,227,93,0,2,406,0,0,0,0,0,0,0,0,0,0,0,0
FZF1_78_141,0,0,0,0,0,0,231,0,0,0,0,1497,65,0,0,512,0,0,1,0,0,0,0,0
FZF1_89_152,0,0,0,243,0,114,73,0,0,59,24,39,0,0,154,52,0,0,0,0,0,0,0,0
FZF1_100_163,0,0,0,0,170,0,786,109,874,46,160,2353,0,167,142,280,130,360,655,0,208,0,0,0
FZF1_111_174,0,0,0,0,0,0,139,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZF1_122_185,143,0,0,0,0,0,0,50,0,48,312,118,149,30,0,0,1125,0,0,1,18,0,0,0
FZF1_133_196,285,64,129,84,296,109,83,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZF1_144_207,0,0,0,0,0,0,187,0,0,130,0,0,32,0,0,0,0,52,0,0,0,0,0,0
FZF1_155_218,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1539,0,0,0,0,0,0
FZF1_166_229,0,0,0,0,0,0,190,66,0,0,300,0,0,0,0,0,0,0,0,0,167,0,0,0
FZF1_177_240,451,76,1118,290,80,710,35,1167,213,22,0,192,0,226,0,0,0,0,0,0,0,1,0,0
FZF1_188_251,1,0,119,185,0,0,0,0,0,230,0,0,0,0,0,117,360,0,0,0,0,0,0,0
FZF1_199_262,42,0,40,0,0,2,0,0,0,16,350,0,384,0,1040,0,2,0,0,0,0,0,0,0
FZF1_210_273,293,42,220,670,55,210,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FZF1_221_284,0,0,0,3,0,0,0,0,0,0,0,0,244,0,449,0,0,273,0,0,0,0,0,0
FZF1_232_295,0,15,172,0,0,0,218,0,0,0,0,402,0,0,0,113,170,0,0,0,0,0,0,0
FZF1_236_299,0,0,0,122,0,0,0,0,18,1,0,0,415,152,0,0,298,0,277,0,0,0,0,0
GAT1_1_64,0,0,0,0,0,68,73,0,0,133,0,0,1196,785,755,908,380,0,0,0,19,0,0,0
GAT1_12_75,0,0,0,0,0,0,0,343,0,0,0,0,0,193,38,283,82,0,0,0,0,0,0,0
GAT1_23_86,0,0,0,0,0,0,0,92,0,65,90,63,175,433,0,34,93,484,305,756,537,0,0,0
GAT1_34_97,683,148,3467,1141,600,742,401,79,360,0,0,6,1,0,1,1,0,1,1,0,1,0,0,0
GAT1_45_108,91,88,0,823,436,0,0,609,470,25,63,464,109,738,0,0,1,0,0,0,0,0,0,0
GAT1_56_119,198,24,547,997,106,405,336,0,683,8,168,0,58,0,5,0,810,0,0,0,0,1,0,0
GAT1_67_130,358,36,311,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT1_78_141,665,41,352,389,487,700,117,870,159,33,268,219,0,0,0,0,0,1,0,1,0,0,0,1
GAT1_89_152,0,7,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT1_100_163,486,11,316,575,238,513,171,28,27,0,332,35,1,1,0,0,0,0,0,1,0,0,0,0
GAT1_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT1_122_185,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,364,353,0,0,0,0,0,0
GAT1_133_196,24,13,379,125,17,0,69,303,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAT1_144_207,0,0,0,0,147,130,0,70,164,25,174,0,117,0,179,0,0,0,208,0,0,0,0,0
GAT1_155_218,0,0,0,0,0,0,0,0,1,0,0,729,0,816,0,0,0,0,0,0,0,0,0,0
GAT1_166_229,63,30,0,106,0,242,46,0,148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GAT1_177_240,0,0,0,0,0,0,122,171,0,0,77,51,0,0,0,435,81,14,0,0,0,0,0,0
GAT1_188_251,0,0,0,281,0,0,282,0,0,0,0,0,0,0,155,380,0,0,0,0,0,0,0,0
GAT1_199_262,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193,0,0,0
GAT1_210_273,684,62,1,207,313,404,354,0,385,1,449,147,85,0,0,0,0,1,0,0,0,0,0,0
GAT1_221_284,2677,361,1126,1058,554,612,807,812,453,39,0,0,0,0,0,0,2,2,1,1,1,0,0,0
GAT1_232_295,47,12,0,1,0,97,36,0,0,0,180,0,0,444,0,9,140,184,0,0,1373,0,0,0
GAT1_243_306,3734,444,4490,754,191,972,173,0,435,1,0,0,0,11,227,0,576,0,0,0,1,2,0,0
GAT1_254_317,1279,478,3563,537,224,612,85,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0
GAT1_265_328,409,95,639,470,398,780,552,377,325,38,4,308,0,363,0,154,16,4,849,0,0,0,0,0
GAT1_276_339,0,0,2,502,137,816,1078,334,646,163,908,584,339,121,397,336,1222,812,1,365,439,0,0,0
GAT1_287_350,0,50,0,0,0,330,101,90,145,40,0,312,122,341,0,361,422,0,0,0,0,0,0,0
GAT1_298_361,11,13,0,33,23,0,679,79,0,41,231,582,154,1025,73,277,3,1179,1,0,0,0,1386,0
GAT1_309_372,0,0,0,0,0,0,1,0,0,0,0,0,92,905,0,0,0,65,0,506,0,0,0,0
GAT1_320_383,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,138,0,0,0,256,0,0,0,0
GAT1_331_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT1_342_405,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT1_353_416,1408,211,185,1616,201,833,441,537,86,96,592,960,0,1,1,0,0,2,0,0,0,0,1,0
GAT1_364_427,816,67,295,213,0,0,0,0,0,0,0,0,1,98,0,303,0,0,0,0,0,0,0,0
GAT1_375_438,46,242,0,0,0,0,90,0,1,72,0,0,408,432,0,0,0,170,0,0,290,0,0,0
GAT1_386_449,258,95,88,180,119,528,68,126,55,37,208,436,0,0,0,0,0,0,193,176,0,1,0,0
GAT1_397_460,0,0,0,21,0,55,0,0,0,1,0,794,0,0,0,0,0,721,0,0,0,1,0,0
GAT1_408_471,0,0,0,0,0,0,0,853,0,45,369,344,585,315,945,1111,194,151,372,412,0,0,0,0
GAT1_419_482,0,0,0,24,0,0,0,3,140,86,117,0,242,38,0,0,97,0,0,0,253,0,0,0
GAT1_430_493,105,0,0,693,5,469,2,126,197,82,460,122,196,0,0,0,2,0,0,0,0,0,0,0
GAT1_441_504,0,37,257,14,0,0,0,0,204,11,43,552,114,0,0,0,0,795,0,0,0,0,0,0
GAT1_447_510,0,43,8,12,9,0,108,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT3_1_64,0,0,0,0,27,444,0,121,300,81,333,0,0,478,0,0,0,0,0,0,0,0,0,0
GAT3_12_75,0,0,102,256,13,0,0,82,173,6,0,145,0,0,0,0,0,0,0,0,0,0,0,0
GAT3_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
GAT3_34_97,1056,126,180,553,168,971,578,306,327,1,0,98,57,0,0,0,0,1,327,0,0,1,0,183
GAT3_45_108,34,1,0,0,0,0,651,0,0,0,0,0,52,0,2,903,1225,622,0,669,175,983,0,1
GAT3_56_119,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
GAT3_67_130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAT3_78_141,0,0,0,0,0,0,283,0,0,0,0,0,1,0,0,422,0,0,0,2348,0,0,0,0
GAT4_1_64,1,0,0,437,0,0,467,161,860,62,0,0,205,0,0,0,0,260,0,0,0,0,0,0
GAT4_12_75,0,0,0,415,0,0,0,0,0,9,471,0,130,952,434,0,645,0,67,595,0,0,0,0
GAT4_23_86,461,0,0,0,0,37,121,0,1,115,0,1034,0,0,119,0,0,210,0,0,0,0,0,0
GAT4_34_97,0,0,0,0,0,0,0,0,0,92,0,317,0,0,207,1031,1,0,0,0,0,0,77,0
GAT4_45_108,0,0,0,0,0,1,0,0,0,0,82,236,1,0,0,2,0,0,0,0,1,1,0,7647
GAT4_56_119,0,0,0,98,22,270,390,383,108,123,294,0,362,194,1,164,2,1,0,0,0,0,0,0
GAT4_58_121,0,0,0,0,0,0,22,0,26,15,104,0,170,625,0,225,1264,1637,0,0,0,0,0,0
GCN4_1_64,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCN4_12_75,0,0,0,0,0,0,9,471,0,0,99,196,127,0,113,420,0,0,0,0,0,0,0,0
GCN4_23_86,127,0,392,167,4,516,22,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCN4_34_97,0,0,0,0,0,263,14,0,0,70,0,524,29,0,399,0,1327,558,0,0,0,0,0,0
GCN4_45_108,0,0,2,94,0,105,247,869,0,14,445,238,20,13,89,6,1,780,0,0,0,0,0,0
GCN4_56_119,327,168,148,182,156,313,0,49,0,0,0,451,0,0,0,0,0,1,0,0,0,0,0,0
GCN4_67_130,0,0,0,556,0,323,1475,583,0,33,364,1347,60,774,514,0,0,168,0,1,0,0,0,0
GCN4_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCN4_89_152,51,0,0,0,0,337,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0
GCN4_100_163,114,34,56,330,70,306,170,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCN4_111_174,218,80,0,199,11,0,0,2,0,0,0,0,0,1886,355,0,231,7,0,1062,0,0,0,0
GCN4_122_185,0,0,3,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,549,0,0,0,2245,0
GCN4_133_196,0,0,0,1,0,0,313,1,0,84,184,0,0,694,641,134,832,0,0,0,0,218,0,0
GCN4_144_207,0,0,0,392,0,0,0,52,280,10,0,0,241,392,38,0,0,0,0,0,0,0,0,0
GCN4_155_218,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,1,0,0,0,0,0,0
GCN4_166_229,0,0,0,0,0,0,0,101,0,0,0,0,0,1016,911,81,29,0,0,0,0,0,0,0
GCN4_177_240,64,0,41,624,165,0,248,183,0,3,264,0,56,0,0,140,0,11,0,0,0,0,0,0
GCN4_188_251,0,0,47,0,0,0,0,0,465,0,0,0,0,625,0,0,0,1,0,0,0,0,0,0
GCN4_199_262,1,0,1,0,481,611,191,1032,725,56,837,1754,0,1669,563,0,127,136,0,0,0,0,1,2
GCN4_210_273,422,95,375,628,0,1034,369,261,266,62,218,65,156,5,564,0,1,0,0,0,2,3,0,1
GCN4_218_281,8,9,322,5,14,0,10,11,0,15,171,0,0,1,0,0,0,0,0,0,0,0,1,0
GCR1_1_64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_12_75,0,0,0,0,0,0,0,102,0,0,0,768,0,0,0,0,1021,0,0,0,0,0,0,0
GCR1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_34_97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0
GCR1_45_108,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_56_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
GCR1_67_130,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_89_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_100_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_122_185,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
GCR1_133_196,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,602,0,0,0,0,206,0,0,0
GCR1_144_207,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_155_218,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_166_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_177_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_188_251,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_199_262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3637,0,0,0
GCR1_210_273,0,0,0,0,87,0,298,0,0,0,0,0,0,1,0,0,0,428,0,0,1,0,0,0
GCR1_221_284,0,25,0,0,0,0,0,0,0,0,0,0,139,0,0,1,0,0,0,0,3131,0,0,0
GCR1_232_295,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
GCR1_243_306,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_254_317,0,0,0,0,0,0,2,0,455,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GCR1_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_276_339,0,0,0,0,0,0,0,0,339,0,0,0,87,443,0,0,0,0,0,0,0,0,0,0
GCR1_287_350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_298_361,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_309_372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_320_383,0,0,0,142,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_331_394,0,4,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_342_405,45,0,0,351,3,555,0,13,513,37,125,1322,340,679,840,0,488,634,0,0,1,0,0,0
GCR1_353_416,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_364_427,0,0,0,0,0,322,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1
GCR1_375_438,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0
GCR1_386_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_397_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,1246,0,0,0,0
GCR1_408_471,0,3,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0
GCR1_419_482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_430_493,0,0,0,0,0,0,125,0,0,21,0,0,0,0,0,166,0,0,0,0,0,0,0,0
GCR1_441_504,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0
GCR1_463_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_485_548,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
GCR1_496_559,1,0,0,141,0,308,445,0,110,0,0,162,0,0,0,0,0,3,0,0,0,0,0,0
GCR1_507_570,0,0,420,199,0,44,0,0,0,26,0,0,0,124,0,0,0,1079,0,0,0,0,0,1
GCR1_518_581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_529_592,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_540_603,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_551_614,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_562_625,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_573_636,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_584_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_595_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_606_669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_617_680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_628_691,220,25,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0
GCR1_639_702,0,0,0,0,1,0,102,399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GCR1_650_713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_661_724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_672_735,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_683_746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
GCR1_694_757,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_705_768,0,0,0,0,0,1855,0,0,148,34,0,0,24,192,0,134,559,0,0,0,0,1,0,0
GCR1_716_779,172,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_727_790,0,0,0,0,0,58,0,0,0,0,25,0,0,0,0,190,0,0,0,0,0,0,0,0
GCR1_738_801,0,0,0,289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_749_812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_760_823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_771_834,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
GCR1_782_845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_793_856,0,0,0,0,0,0,1,0,113,0,0,0,0,0,72,0,0,0,0,1316,455,0,0,0
GCR1_804_867,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,192,0,0,0,0,0,0,0
GCR1_815_878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_826_889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_837_900,0,0,407,716,0,481,259,361,351,8,234,211,10,534,0,27,49,1,0,0,0,0,0,0
GCR1_848_911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_859_922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_870_933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_881_944,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_892_955,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0
GCR1_903_966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_914_977,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_925_988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_936_999,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1193,0,0,0,0
GCR1_947_1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_958_1021,0,0,0,0,0,336,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCR1_969_1032,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,15,0,0,0,0,0,0,0
GCR1_972.3333_1035.3333,48,11,50,148,58,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIS1_1_64,0,12,0,0,0,23,0,0,59,0,0,0,399,237,0,1026,1603,3059,0,182,180,0,4408,3
GIS1_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,49,0,0,0,0,0,0,0
GIS1_23_86,93,0,0,0,0,0,0,0,0,111,0,0,0,0,0,131,0,0,0,0,0,0,0,0
GIS1_34_97,0,0,0,0,0,188,184,0,212,25,106,304,0,0,130,0,0,4,0,0,0,0,0,0
GIS1_45_108,348,57,371,0,21,427,394,213,78,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GIS1_56_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0
GIS1_67_130,216,0,0,0,0,0,0,0,0,0,0,0,0,178,44,0,0,0,0,0,0,0,0,0
GIS1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,250,0,0,0,0,0,0,0
GIS1_89_152,0,0,0,409,361,0,533,0,177,0,144,198,152,119,0,772,296,160,0,0,0,0,0,0
GIS1_100_163,0,0,0,1,0,0,0,0,0,1,0,0,0,949,1201,1296,1208,880,1228,966,3389,3469,2182,0
GIS1_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS1_122_185,0,21,92,65,2,0,279,45,524,59,475,542,411,714,434,1152,223,677,1,0,0,0,1,0
GIS1_133_196,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,51,0,0,0,0,0,0,0
GIS1_144_207,0,0,0,0,0,0,0,1,744,0,0,0,0,0,1015,332,709,1313,0,0,336,0,0,0
GIS1_155_218,0,1,0,126,0,0,3,0,181,94,394,1,862,1832,667,3709,2854,2709,5851,2679,1864,1049,5930,421
GIS1_166_229,1,0,2,0,0,2,2,3,1,3,66,634,1220,0,42,1337,260,2078,3102,2562,1731,16479,0,6938
GIS1_177_240,189,77,1,0,27,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
GIS1_188_251,0,0,0,0,0,3,0,0,0,129,0,0,0,0,0,108,0,836,114,0,314,733,0,0
GIS1_199_262,1,20,0,697,0,0,695,0,126,70,192,168,301,1058,0,28,0,2,0,459,0,2,1127,0
GIS1_210_273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1084,0,759,0,0
GIS1_221_284,0,0,0,0,0,0,1,13,0,12,0,168,0,457,0,0,483,0,0,187,418,0,0,0
GIS1_232_295,1,0,0,0,0,2,0,0,220,1,0,0,109,2,972,2,482,613,1,5048,5975,2228,5977,1403
GIS1_243_306,0,0,0,0,0,0,100,0,12,0,0,1,330,0,37,396,141,205,296,0,581,0,0,92
GIS1_254_317,0,98,0,0,0,0,0,402,179,84,0,447,0,509,0,0,131,1,665,581,508,0,0,0
GIS1_265_328,0,0,2,0,0,0,542,0,0,48,311,0,844,623,572,1163,1317,386,583,1,4495,0,1906,0
GIS1_276_339,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,421,88,0,0,0,0,0,0
GIS1_287_350,0,0,0,0,0,0,2,104,970,76,0,1475,711,0,1977,183,0,2349,175,0,0,1,0,0
