,1_0_1,1_0_2,1_60_1,1_60_2,2_0_1,2_0_2,2_60_1,2_60_2
FHL1_606_669,562,744,334,438,531,411,592,344
FHL1_617_680,1053,1111,431,489,956,1218,935,573
FHL1_628_691,961,886,666,776,774,1002,1520,1001
FHL1_639_702,219,230,114,217,172,179,127,132
FHL1_650_713,1350,1405,927,1119,1168,1185,1624,1046
FHL1_661_724,498,452,274,369,250,147,238,152
FHL1_672_735,398,726,263,402,323,294,371,187
FHL1_683_746,200,190,215,184,340,327,474,312
FHL1_694_757,300,286,162,211,177,210,208,99
FHL1_705_768,205,366,226,235,386,218,428,243
FHL1_716_779,388,421,233,235,585,684,426,334
FHL1_727_790,514,473,280,486,517,472,471,210
FHL1_738_801,197,290,176,190,176,150,222,178
FHL1_749_812,1048,1050,768,863,720,607,937,743
FHL1_760_823,237,229,210,204,516,418,375,265
FHL1_771_834,302,205,164,222,239,251,208,175
FHL1_782_845,263,364,181,161,211,130,142,59
FHL1_793_856,207,185,130,200,287,329,232,218
FHL1_804_867,180,109,185,167,238,280,206,202
FHL1_815_878,262,305,131,182,256,334,248,141
FHL1_826_889,101,102,51,86,153,104,121,102
FHL1_837_900,154,95,109,85,79,88,106,76
FHL1_848_911,191,249,106,88,104,70,93,68
FHL1_859_922,283,258,149,217,107,138,196,121
FHL1_870_933,209,271,149,201,280,231,351,316
FHL1_873_936,302,205,178,260,167,133,285,179
FKH1_1_64,436,380,272,258,355,396,371,253
FKH1_12_75,362,321,200,251,522,301,417,239
FKH1_23_86,361,321,161,285,149,194,108,127
FKH1_34_97,198,62,107,152,227,226,231,124
FKH1_45_108,122,128,90,117,278,281,291,179
FKH1_56_119,218,238,176,174,147,294,166,87
FKH1_67_130,162,183,79,107,92,140,233,104
FKH1_78_141,189,269,147,192,170,106,194,93
FKH1_89_152,354,227,185,209,154,186,111,81
FKH1_100_163,214,187,124,146,370,359,361,221
FKH1_111_174,422,293,158,235,274,290,302,168
FKH1_122_185,312,333,213,185,279,388,319,185
FKH1_133_196,367,340,191,211,305,253,283,182
FKH1_144_207,472,500,160,344,211,368,267,154
FKH1_155_218,497,721,360,330,454,329,421,249
FKH1_166_229,882,1171,477,532,631,550,848,528
FKH1_177_240,699,584,443,477,506,315,735,413
FKH1_188_251,191,241,149,120,309,262,331,170
FKH1_199_262,383,307,164,245,545,638,580,474
FKH1_210_273,259,187,126,171,229,177,294,188
FKH1_221_284,250,212,129,201,174,165,245,143
FKH1_232_295,214,166,89,115,228,104,155,118
FKH1_243_306,257,258,165,212,110,98,165,108
FKH1_254_317,244,154,111,177,438,255,366,318
FKH1_265_328,321,173,150,207,369,363,407,248
FKH1_276_339,298,358,174,219,225,178,196,92
FKH1_287_350,589,642,363,391,325,273,414,309
FKH1_298_361,1239,1214,596,599,1222,1177,1095,600
FKH1_309_372,451,507,314,328,236,245,305,158
FKH1_320_383,364,416,263,315,365,244,365,291
FKH1_331_394,1147,905,770,900,886,685,1525,1021
FKH1_342_405,318,366,215,192,412,455,516,323
FKH1_353_416,442,472,221,291,462,458,464,242
FKH1_364_427,571,475,257,314,317,313,390,188
FKH1_375_438,941,916,572,734,907,923,1203,726
FKH1_386_449,314,252,147,163,215,98,214,123
FKH1_397_460,391,249,222,245,441,311,342,272
FKH1_408_471,450,453,443,467,424,439,440,270
FKH1_419_482,1025,1144,687,903,768,775,1376,845
FKH1_421_484,601,710,456,590,467,559,829,474
FKH2_1_64,750,809,634,732,685,999,1458,1030
FKH2_12_75,957,1204,850,1074,853,790,1340,1278
FKH2_23_86,248,188,163,141,308,279,247,150
FKH2_34_97,298,391,186,216,401,408,353,230
FKH2_45_108,961,780,274,479,547,697,582,282
FKH2_56_119,914,975,353,376,451,709,457,258
FKH2_67_130,193,199,87,103,165,138,138,128
FKH2_78_141,200,194,95,133,103,176,145,75
FKH2_89_152,286,188,88,157,100,127,167,88
FKH2_100_163,271,361,144,156,86,119,91,47
FKH2_111_174,841,800,492,581,726,607,952,552
FKH2_122_185,450,416,259,265,322,353,417,276
FKH2_133_196,288,346,162,175,172,252,194,128
FKH2_144_207,333,252,115,117,440,344,413,269
FKH2_155_218,437,336,168,221,351,475,317,220
FKH2_166_229,280,298,96,124,294,398,422,241
FKH2_177_240,183,211,125,114,124,213,170,63
FKH2_188_251,644,655,411,498,429,477,638,443
FKH2_199_262,660,653,473,425,344,327,711,343
FKH2_210_273,125,161,55,74,65,58,65,31
FKH2_221_284,178,201,115,149,123,190,197,118
FKH2_232_295,460,535,365,445,346,389,468,393
FKH2_243_306,186,269,87,127,214,232,214,140
FKH2_254_317,195,212,85,76,145,102,180,103
FKH2_265_328,151,226,80,82,163,155,182,111
FKH2_276_339,435,397,279,272,222,250,292,188
FKH2_287_350,507,516,258,372,219,236,323,183
FKH2_298_361,285,356,170,220,177,122,184,115
FKH2_309_372,265,274,208,183,258,248,270,154
FKH2_320_383,273,307,166,184,204,271,215,95
FKH2_331_394,123,316,116,191,265,228,198,162
FKH2_342_405,343,287,112,172,168,190,177,60
FKH2_353_416,216,187,108,124,68,60,103,77
FKH2_364_427,280,353,102,156,149,138,190,139
FKH2_375_438,112,54,87,71,93,31,122,38
FKH2_386_449,171,202,98,112,114,145,255,156
FKH2_397_460,212,93,109,213,303,220,266,203
FKH2_408_471,364,365,245,309,371,376,370,267
FKH2_419_482,1290,1077,892,1159,1049,907,1839,1149
FKH2_430_493,255,171,125,172,269,308,282,205
FKH2_441_504,1087,1027,799,986,1066,1063,1650,1213
FKH2_452_515,1078,1293,930,1244,1117,1178,1919,1384
FKH2_463_526,631,482,396,590,257,460,537,370
FKH2_474_537,212,310,160,218,121,241,229,119
FKH2_485_548,212,99,172,240,206,121,296,131
FKH2_496_559,330,218,226,212,357,379,367,297
FKH2_507_570,332,228,176,199,259,238,202,132
FKH2_518_581,392,339,286,359,260,447,411,314
FKH2_529_592,1105,1045,821,1108,903,901,1315,1020
FKH2_540_603,548,614,434,592,547,561,870,582
FKH2_551_614,364,272,280,232,302,218,367,264
FKH2_562_625,1243,1231,798,1013,1093,924,2234,1636
FKH2_573_636,709,550,489,516,172,288,437,306
FKH2_584_647,957,894,876,1038,898,995,1496,1197
FKH2_595_658,349,471,246,242,262,255,341,332
FKH2_606_669,1560,1803,1417,1777,1564,1632,3035,2132
FKH2_617_680,388,245,244,271,296,228,332,205
FKH2_628_691,332,271,205,225,229,390,339,164
FKH2_639_702,364,296,275,290,455,628,335,234
FKH2_650_713,379,427,306,387,297,259,391,314
FKH2_661_724,340,343,183,259,247,328,278,136
FKH2_672_735,124,172,116,104,220,238,248,163
FKH2_683_746,565,592,434,511,397,489,837,536
FKH2_694_757,890,1040,795,837,767,804,1518,1159
FKH2_705_768,304,258,139,187,250,371,519,305
FKH2_716_779,769,817,619,626,541,442,1270,877
FKH2_727_790,1576,1870,1437,1751,1342,1854,2382,1783
FKH2_738_801,256,318,112,119,232,143,185,152
FKH2_749_812,1843,1599,1318,1633,1385,1496,2636,1974
FKH2_760_823,327,259,229,212,191,208,275,193
FKH2_771_834,408,411,171,196,66,22,70,38
FKH2_782_845,386,446,259,376,305,417,606,360
FKH2_793_856,214,145,59,84,60,83,114,63
FKH2_799_862,225,185,91,137,155,253,202,102
FYV5_1_64,1070,1118,391,435,717,673,831,421
FYV5_12_75,1047,1120,439,488,1046,1038,911,423
FYV5_23_86,846,779,431,449,650,635,527,460
FYV5_34_97,74,66,27,42,87,88,46,44
FYV5_45_108,422,680,220,315,609,556,461,283
FYV5_56_119,1160,1048,412,416,568,609,488,436
FYV5_67_130,1082,1079,620,568,1029,1159,889,653
FYV5_78_141,1539,1319,621,736,1402,1338,1210,666
FYV5_89_152,2132,2032,1042,846,1547,1475,1257,742
FZF1_1_64,147,154,82,92,215,55,105,88
FZF1_12_75,112,99,24,67,56,79,65,42
FZF1_23_86,94,83,61,123,95,150,92,53
FZF1_34_97,43,28,23,40,66,41,58,27
FZF1_45_108,204,125,117,98,61,157,171,101
FZF1_56_119,162,182,98,109,103,144,82,40
FZF1_67_130,137,174,70,104,98,70,105,68
FZF1_78_141,302,326,203,303,190,276,245,192
FZF1_89_152,296,271,180,224,115,159,254,156
FZF1_100_163,175,233,197,142,350,434,327,176
FZF1_111_174,396,283,163,216,175,219,220,161
FZF1_122_185,304,209,136,162,459,681,489,301
FZF1_133_196,211,230,142,191,256,304,253,213
FZF1_144_207,197,215,139,214,184,203,239,166
FZF1_155_218,451,323,225,245,181,203,449,250
FZF1_166_229,284,271,141,192,246,163,277,196
FZF1_177_240,316,316,275,357,155,298,265,165
FZF1_188_251,185,258,108,190,232,235,210,170
FZF1_199_262,358,204,161,173,305,217,319,237
FZF1_210_273,677,503,435,544,600,668,744,467
FZF1_221_284,506,359,217,327,376,675,525,288
FZF1_232_295,281,355,175,316,251,329,280,157
FZF1_236_299,254,282,117,225,193,210,299,208
GAT1_1_64,60,101,48,13,9,2,57,21
GAT1_12_75,139,144,68,17,22,31,74,52
GAT1_23_86,229,224,218,126,62,26,144,78
GAT1_34_97,432,406,225,322,393,338,613,339
GAT1_45_108,484,413,188,276,409,421,417,222
GAT1_56_119,278,302,210,175,83,113,237,155
GAT1_67_130,364,380,268,323,344,286,554,389
GAT1_78_141,94,143,57,75,22,18,23,2
GAT1_89_152,404,553,344,312,220,208,431,261
GAT1_100_163,78,81,57,37,94,16,44,18
GAT1_111_174,178,365,218,191,133,160,185,76
GAT1_122_185,599,577,377,458,357,514,485,341
GAT1_133_196,520,487,255,342,531,613,632,433
GAT1_144_207,649,633,325,465,361,348,255,160
GAT1_155_218,589,454,220,270,263,296,229,122
GAT1_166_229,416,505,259,182,154,168,286,158
GAT1_177_240,149,152,81,55,37,40,81,47
GAT1_188_251,107,110,69,47,77,40,158,63
GAT1_199_262,133,155,43,55,43,6,97,60
GAT1_210_273,202,214,100,70,31,35,125,66
GAT1_221_284,273,119,169,138,157,112,358,164
GAT1_232_295,294,534,178,205,177,138,154,126
GAT1_243_306,636,834,525,644,519,623,915,579
GAT1_254_317,693,601,549,685,651,695,771,449
GAT1_265_328,366,333,221,238,501,327,539,270
GAT1_276_339,467,318,225,302,454,178,422,265
GAT1_287_350,393,384,188,224,290,235,307,171
GAT1_298_361,431,390,178,268,343,368,355,279
GAT1_309_372,314,312,172,190,254,258,201,167
GAT1_320_383,348,449,166,220,92,145,167,106
GAT1_331_394,188,96,124,132,105,108,157,110
GAT1_342_405,204,208,89,126,21,46,19,35
GAT1_353_416,402,307,176,264,248,219,378,207
GAT1_364_427,1715,1629,1140,1680,1110,1118,1934,1370
GAT1_375_438,390,380,199,286,305,488,436,263
GAT1_386_449,673,883,560,584,376,609,509,253
GAT1_397_460,1391,1434,1128,1519,1443,1882,1847,1213
GAT1_408_471,353,535,176,392,678,804,603,309
GAT1_419_482,1074,892,550,804,577,738,537,362
GAT1_430_493,289,326,210,248,249,314,326,148
GAT1_441_504,456,257,189,292,354,447,371,272
GAT1_447_510,584,655,322,456,500,571,500,438
GAT3_1_64,251,186,141,184,141,116,239,140
GAT3_12_75,216,280,195,325,374,303,406,384
GAT3_23_86,205,200,89,124,167,179,218,171
GAT3_34_97,1016,994,772,907,1122,1166,1686,1208
GAT3_45_108,209,351,134,145,228,175,152,119
GAT3_56_119,307,194,160,152,115,144,183,164
GAT3_67_130,251,179,82,114,91,92,136,54
GAT3_78_141,283,263,101,143,143,95,147,59
GAT4_1_64,435,481,229,378,356,366,426,343
GAT4_12_75,227,294,85,174,300,440,313,241
GAT4_23_86,296,336,157,246,171,226,260,154
GAT4_34_97,275,314,181,266,284,304,309,174
GAT4_45_108,413,247,177,189,124,194,129,63
GAT4_56_119,422,332,197,237,216,310,311,97
GAT4_58_121,300,238,150,165,255,162,287,149
GCN4_1_64,1608,1917,1609,2008,2022,2157,3348,2229
GCN4_12_75,267,251,188,233,178,186,262,132
GCN4_23_86,395,481,228,374,294,321,403,268
GCN4_34_97,319,255,229,243,155,252,216,116
GCN4_45_108,395,323,195,282,200,261,254,143
GCN4_56_119,307,295,224,254,304,268,353,248
GCN4_67_130,339,414,168,245,310,326,289,175
GCN4_78_141,383,246,118,175,319,222,241,129
GCN4_89_152,383,251,163,178,157,133,189,95
GCN4_100_163,305,229,171,223,452,533,755,449
GCN4_111_174,444,405,249,330,382,299,490,290
GCN4_122_185,249,232,119,177,208,380,303,177
GCN4_133_196,129,191,90,164,163,177,186,128
GCN4_144_207,242,291,108,186,158,133,202,109
GCN4_155_218,402,278,169,160,43,59,67,55
GCN4_166_229,489,712,285,355,330,280,346,182
GCN4_177_240,223,202,140,113,404,414,409,329
GCN4_188_251,375,305,209,224,176,324,365,205
GCN4_199_262,620,626,345,495,396,323,377,246
GCN4_210_273,332,175,185,248,217,338,260,159
GCN4_218_281,167,207,149,162,203,266,249,175
GCR1_1_64,445,338,242,229,354,380,381,273
GCR1_12_75,173,133,59,116,113,97,134,98
GCR1_23_86,283,293,136,148,255,189,287,172
GCR1_34_97,181,170,81,104,91,171,118,121
GCR1_45_108,190,167,75,106,158,161,239,165
GCR1_56_119,123,105,58,48,112,73,128,113
GCR1_67_130,50,70,39,31,24,10,62,47
GCR1_78_141,96,98,56,26,19,18,48,43
GCR1_89_152,92,192,75,82,23,25,49,19
GCR1_100_163,46,35,44,33,61,64,70,40
GCR1_111_174,37,47,9,8,5,0,27,6
GCR1_122_185,161,268,95,75,57,28,147,65
GCR1_133_196,104,86,49,41,48,144,76,39
GCR1_144_207,201,101,121,106,173,163,132,129
GCR1_155_218,267,243,184,150,98,120,187,138
GCR1_166_229,97,60,49,22,102,80,154,107
GCR1_177_240,171,332,55,113,71,88,70,62
GCR1_188_251,97,58,82,88,73,88,124,65
GCR1_199_262,284,189,138,160,142,188,285,169
GCR1_210_273,374,274,124,181,206,194,236,159
GCR1_221_284,282,210,139,102,199,184,252,130
GCR1_232_295,180,250,166,138,153,195,159,124
GCR1_243_306,285,203,103,97,132,150,223,145
GCR1_254_317,176,179,146,128,149,137,177,110
GCR1_265_328,347,569,212,213,199,172,156,99
GCR1_276_339,433,438,278,366,370,353,316,240
GCR1_287_350,191,237,60,130,76,208,115,97
GCR1_298_361,202,332,125,134,190,291,189,122
GCR1_309_372,216,187,131,102,121,132,164,109
GCR1_320_383,59,154,96,43,128,105,128,80
GCR1_331_394,254,238,92,112,62,123,132,80
GCR1_342_405,64,64,30,62,178,124,174,93
GCR1_353_416,175,116,77,60,88,98,190,85
GCR1_364_427,143,197,77,73,97,49,101,58
GCR1_375_438,258,181,170,153,212,188,222,113
GCR1_386_449,361,232,132,204,220,289,253,186
GCR1_397_460,481,498,183,166,335,336,315,181
GCR1_408_471,203,226,106,97,87,116,185,132
GCR1_419_482,148,138,75,102,115,183,91,93
GCR1_430_493,97,91,46,99,23,50,71,56
GCR1_441_504,142,200,91,97,227,133,173,89
GCR1_452_515,190,182,110,116,106,63,113,80
GCR1_463_526,155,157,102,79,152,111,190,94
GCR1_474_537,122,131,24,35,68,38,73,61
GCR1_485_548,242,346,118,168,172,200,160,99
GCR1_496_559,153,175,80,123,99,101,73,73
GCR1_507_570,187,219,142,89,133,64,192,152
GCR1_518_581,214,127,49,105,80,100,79,56
GCR1_529_592,192,185,75,124,143,251,196,149
GCR1_540_603,297,305,172,105,174,194,145,93
GCR1_551_614,217,134,64,86,159,135,122,96
GCR1_562_625,164,175,54,62,144,109,183,82
GCR1_573_636,289,257,72,106,72,110,132,85
GCR1_584_647,233,313,172,183,250,362,238,151
GCR1_595_658,211,141,102,71,256,335,172,79
GCR1_606_669,170,214,149,161,266,305,301,173
GCR1_617_680,564,692,279,389,521,502,406,296
GCR1_628_691,259,240,127,136,323,367,336,140
GCR1_639_702,178,307,90,155,141,123,214,132
GCR1_650_713,312,285,93,188,255,298,260,178
GCR1_661_724,774,621,296,451,521,836,577,405
GCR1_672_735,621,421,274,360,357,382,431,244
GCR1_683_746,298,397,178,214,187,332,338,172
GCR1_694_757,378,472,212,257,278,269,257,112
GCR1_705_768,240,199,165,157,264,177,151,114
GCR1_716_779,159,275,118,129,78,123,140,60
GCR1_727_790,271,276,114,151,118,93,138,109
GCR1_738_801,278,386,92,208,144,126,153,85
GCR1_749_812,175,287,138,166,190,189,190,130
GCR1_760_823,47,72,23,61,97,60,97,41
GCR1_771_834,203,227,97,110,152,200,110,118
GCR1_782_845,111,121,71,103,296,196,174,150
GCR1_793_856,289,103,92,138,83,73,62,28
GCR1_804_867,212,188,118,156,147,176,107,68
GCR1_815_878,129,90,58,38,64,116,119,80
GCR1_826_889,155,132,49,48,40,47,82,39
GCR1_837_900,85,130,59,81,58,36,185,119
GCR1_848_911,74,47,28,42,69,82,102,49
GCR1_859_922,119,140,62,53,62,49,77,37
GCR1_870_933,137,47,28,37,64,65,134,82
GCR1_881_944,248,124,101,83,113,145,148,77
GCR1_892_955,135,142,79,94,72,123,121,68
GCR1_903_966,143,142,132,105,102,78,128,53
GCR1_914_977,84,83,79,64,69,36,105,86
GCR1_925_988,232,217,100,76,112,115,135,88
GCR1_936_999,117,130,53,91,95,74,84,43
GCR1_947_1010,97,129,59,70,146,153,134,119
GCR1_958_1021,97,53,83,45,30,35,62,58
GCR1_969_1032,36,73,39,18,30,31,79,28
GCR1_972.3333_1035.3333,472,669,413,414,325,393,677,473
GIS1_1_64,122,225,94,140,99,73,142,51
GIS1_12_75,336,242,130,138,64,85,166,57
GIS1_23_86,124,197,56,72,115,64,127,97
GIS1_34_97,291,179,158,165,180,215,312,197
GIS1_45_108,407,454,218,329,140,195,175,116
GIS1_56_119,102,136,112,83,104,59,112,89
GIS1_67_130,128,163,117,204,182,161,216,147
GIS1_78_141,397,334,185,250,128,75,115,53
GIS1_89_152,119,151,34,81,176,125,173,83
GIS1_100_163,258,238,116,94,170,217,228,138
GIS1_111_174,220,198,107,130,94,116,165,103
GIS1_122_185,207,197,85,82,157,84,87,36
GIS1_133_196,163,273,107,100,248,132,196,137
GIS1_144_207,202,262,110,133,179,226,240,196
GIS1_155_218,411,341,154,275,154,132,242,108
GIS1_166_229,360,286,119,123,258,191,174,127
GIS1_177_240,700,680,389,520,623,617,879,584
GIS1_188_251,153,133,83,94,192,230,248,186
GIS1_199_262,241,332,148,163,156,171,166,81
GIS1_210_273,361,474,221,194,227,249,314,186
GIS1_221_284,146,61,84,69,43,25,55,58
GIS1_232_295,242,123,80,60,24,35,54,35
GIS1_243_306,233,309,111,110,165,141,233,162
GIS1_254_317,191,240,166,95,80,116,128,98
GIS1_265_328,256,340,205,119,31,22,54,53
GIS1_276_339,336,326,169,182,163,104,178,108
GIS1_287_350,221,118,111,143,181,226,216,78
GIS1_298_361,530,611,233,358,235,315,345,283
GIS1_309_372,432,392,233,304,262,350,525,400
GIS1_320_383,238,217,194,125,119,96,241,139
GIS1_331_394,112,188,61,61,242,161,317,177
GIS1_342_405,204,271,149,166,93,91,205,103
GIS1_353_416,222,170,131,168,213,210,280,146
GIS1_364_427,875,819,556,751,715,524,1171,810
GIS1_375_438,1740,2059,1374,1641,1222,958,2174,1481
GIS1_386_449,1102,950,770,796,1040,930,1666,990
GIS1_397_460,514,500,270,371,303,490,352,172
GIS1_408_471,841,1158,594,792,688,885,1017,708
GIS1_419_482,1317,1289,949,1225,758,1096,1644,1094
GIS1_430_493,1222,1473,970,1168,842,846,1606,1159
GIS1_441_504,245,299,165,144,112,81,149,87
GIS1_452_515,1917,1623,1711,1986,1646,1602,3363,2408
GIS1_463_526,292,329,190,202,274,261,319,236
GIS1_474_537,285,283,211,221,163,119,289,119
GIS1_485_548,221,181,136,161,61,107,184,119
GIS1_496_559,282,268,103,156,377,405,451,269
GIS1_507_570,472,551,283,355,179,168,212,85
GIS1_518_581,2309,2389,1914,2249,1566,1223,2995,2217
GIS1_529_592,1639,1732,1050,1276,1163,1201,2742,2026
GIS1_540_603,471,557,289,307,191,295,275,213
GIS1_551_614,339,276,164,213,185,184,171,198
GIS1_562_625,500,403,284,329,374,347,397,287
GIS1_573_636,479,349,235,323,297,360,371,240
GIS1_584_647,388,179,168,197,397,350,303,105
GIS1_595_658,521,490,245,353,405,503,534,256
GIS1_606_669,580,718,309,497,350,271,359,232
GIS1_617_680,556,508,311,340,459,331,406,250
GIS1_628_691,235,168,108,178,269,444,314,229
GIS1_639_702,214,303,129,145,52,38,63,43
GIS1_650_713,133,124,53,84,157,136,233,85
GIS1_661_724,312,391,163,217,247,249,206,120
GIS1_672_735,205,244,146,108,162,122,176,88
GIS1_683_746,225,302,117,85,102,58,143,96
GIS1_694_757,243,363,174,197,194,94,179,135
GIS1_705_768,439,625,354,468,441,303,546,415
GIS1_716_779,840,982,607,700,571,473,1209,723
GIS1_727_790,271,417,132,123,97,80,166,114
GIS1_738_801,227,221,116,112,108,323,251,139
GIS1_749_812,216,235,129,158,194,157,197,162
GIS1_760_823,277,277,188,156,57,78,150,95
GIS1_771_834,254,256,203,131,94,94,205,134
GIS1_782_845,245,283,189,159,290,285,475,332
GIS1_793_856,1942,2003,1581,1887,2017,1710,2952,2119
GIS1_804_867,410,193,137,228,112,86,67,52
GIS1_815_878,219,249,70,103,181,138,224,167
GIS1_826_889,180,204,117,102,102,226,195,170
GIS1_831_894,184,201,69,112,91,141,144,74
GLN3_1_64,293,138,122,194,296,369,339,198
GLN3_12_75,535,356,214,280,463,447,391,211
GLN3_23_86,354,314,253,267,337,426,505,280
GLN3_34_97,310,176,155,240,617,881,535,338
GLN3_45_108,721,828,414,685,754,969,1033,593
GLN3_56_119,609,449,401,468,467,652,592,301
GLN3_67_130,386,204,173,230,197,356,277,186
GLN3_78_141,440,488,283,332,376,529,399,192
GLN3_89_152,266,231,174,360,559,527,546,388
GLN3_100_163,265,293,120,143,232,517,394,217
GLN3_111_174,624,423,292,439,430,565,442,306
GLN3_122_185,388,468,255,328,295,369,197,170
GLN3_133_196,1030,1218,717,1099,919,949,1128,711
GLN3_144_207,874,604,401,631,818,537,628,495
GLN3_155_218,391,278,202,239,226,362,315,163
GLN3_166_229,194,129,83,147,314,345,407,271
GLN3_177_240,277,397,203,181,100,154,166,75
GLN3_188_251,249,369,149,244,250,231,275,142
GLN3_199_262,389,456,293,389,115,115,271,188
GLN3_210_273,1388,1236,1051,1235,908,840,1823,1284
GLN3_221_284,2162,2111,1534,1684,1138,789,2858,1868
GLN3_232_295,1608,1629,1206,1186,1237,836,2790,1935
GLN3_243_306,608,642,461,565,279,282,519,417
GLN3_254_317,796,863,626,533,619,551,869,551
GLN3_265_328,546,847,363,508,675,731,1024,647
GLN3_276_339,164,218,82,113,171,190,190,125
GLN3_287_350,322,387,200,207,244,193,446,300
GLN3_298_361,194,254,114,106,119,179,197,99
GLN3_309_372,255,252,106,146,123,130,184,114
GLN3_320_383,242,242,89,182,132,130,202,135
GLN3_331_394,159,214,129,142,130,56,133,127
GLN3_342_405,232,236,137,185,67,44,121,66
GLN3_353_416,342,438,335,307,102,130,177,92
GLN3_364_427,155,160,82,146,183,232,201,143
GLN3_375_438,165,224,75,135,196,154,264,167
GLN3_386_449,338,302,150,182,121,214,203,105
GLN3_397_460,194,133,93,104,137,97,156,106
GLN3_408_471,198,224,165,230,278,291,350,223
GLN3_419_482,264,286,147,208,108,45,141,89
GLN3_430_493,609,456,297,367,327,314,491,376
GLN3_441_504,397,367,266,217,182,240,264,110
GLN3_452_515,238,244,150,146,244,321,343,170
GLN3_463_526,1813,1854,1478,2043,2004,1974,3032,2269
GLN3_474_537,402,329,210,363,298,339,392,271
GLN3_485_548,775,569,467,665,498,471,784,452
GLN3_496_559,775,893,493,761,663,707,1138,774
GLN3_507_570,843,634,529,676,623,670,753,509
GLN3_518_581,1421,1462,1199,1337,649,524,1212,727
GLN3_529_592,895,895,690,809,948,834,1260,887
GLN3_540_603,2412,2417,1722,2305,2002,2406,3577,2469
GLN3_551_614,2086,1919,1558,1956,1290,1434,2191,1615
GLN3_562_625,909,725,660,714,807,751,1191,936
GLN3_573_636,585,497,296,353,370,427,389,265
GLN3_584_647,218,183,102,119,384,222,292,156
GLN3_595_658,373,465,210,191,213,141,223,193
GLN3_606_669,510,406,278,325,91,128,202,117
GLN3_617_680,211,302,125,172,151,127,257,126
GLN3_628_691,201,185,92,75,129,163,207,166
GLN3_639_702,227,246,100,124,136,108,205,102
GLN3_650_713,204,170,102,104,152,112,200,123
GLN3_661_724,270,236,131,193,117,166,220,89
GLN3_667_730,258,400,164,165,168,142,273,176
GTS1_1_64,386,339,194,241,234,173,217,129
GTS1_12_75,472,304,189,185,164,181,180,111
GTS1_23_86,234,287,127,232,231,281,317,211
GTS1_34_97,237,262,116,187,221,227,169,164
GTS1_45_108,301,314,127,165,211,126,221,186
GTS1_56_119,371,362,238,296,187,240,224,139
GTS1_67_130,330,231,97,199,165,160,243,129
GTS1_78_141,257,269,82,138,140,125,170,113
GTS1_89_152,77,130,74,76,170,170,188,91
GTS1_100_163,163,122,52,87,148,149,93,55
GTS1_111_174,241,218,114,103,85,111,128,56
GTS1_122_185,295,288,117,148,79,102,173,71
GTS1_133_196,155,237,105,199,138,76,148,137
GTS1_144_207,282,347,291,252,239,284,293,215
GTS1_155_218,334,268,206,256,143,120,211,135
GTS1_166_229,301,331,202,238,280,349,418,291
GTS1_177_240,245,142,158,177,188,166,245,207
GTS1_188_251,535,391,428,524,152,201,375,186
GTS1_199_262,560,578,336,363,309,267,512,335
GTS1_210_273,273,249,146,193,200,144,232,182
GTS1_221_284,98,109,54,60,106,109,252,179
GTS1_232_295,327,221,138,175,224,195,304,135
GTS1_243_306,226,215,91,144,126,72,109,91
GTS1_254_317,179,167,78,144,227,143,183,103
GTS1_265_328,273,231,129,153,137,185,163,135
GTS1_276_339,377,232,135,226,225,152,169,101
GTS1_287_350,168,136,94,76,183,153,150,118
GTS1_298_361,556,438,327,303,594,537,613,442
GTS1_309_372,280,310,191,334,321,410,363,266
GTS1_320_383,381,405,126,329,242,453,312,197
GTS1_331_394,247,178,115,202,223,235,142,106
GTS1_333_396,209,185,81,158,193,63,130,81
GZF3_1_64,248,319,169,152,174,178,206,148
GZF3_12_75,371,570,284,350,99,141,223,154
GZF3_23_86,342,345,228,389,285,424,430,358
GZF3_34_97,255,206,136,256,364,327,248,179
GZF3_45_108,119,132,90,105,97,219,127,81
GZF3_56_119,441,379,421,579,509,608,724,542
GZF3_67_130,1259,1090,996,1154,1063,1211,2091,1416
GZF3_78_141,272,230,152,187,203,147,227,132
GZF3_89_152,706,653,477,696,580,382,896,613
GZF3_100_163,459,441,263,316,328,228,638,291
GZF3_111_174,902,1047,613,937,935,1413,1470,1263
GZF3_122_185,229,201,143,132,46,43,68,32
GZF3_133_196,239,217,116,157,208,106,146,71
GZF3_144_207,80,82,95,99,230,112,179,143
GZF3_155_218,172,88,58,67,63,50,100,73
GZF3_166_229,180,120,46,52,135,46,170,68
GZF3_177_240,126,160,144,170,199,208,294,188
GZF3_188_251,452,550,378,514,408,333,616,495
GZF3_199_262,195,253,170,152,210,214,441,281
GZF3_210_273,472,548,468,418,317,333,751,468
GZF3_221_284,1359,1254,941,1002,1061,774,1892,1372
GZF3_232_295,459,498,299,379,304,283,403,207
GZF3_243_306,453,563,330,440,644,765,925,677
GZF3_254_317,594,667,475,616,498,765,940,708
GZF3_265_328,980,1042,780,1036,1194,1241,1620,1168
GZF3_276_339,217,180,152,178,118,168,177,109
GZF3_287_350,397,457,329,405,360,217,414,274
GZF3_298_361,320,216,180,218,152,229,202,196
GZF3_309_372,500,633,249,331,284,418,319,269
GZF3_320_383,569,430,197,321,276,264,198,128
GZF3_331_394,1106,1037,903,1061,1230,1120,1657,1160
GZF3_342_405,617,635,469,593,531,651,862,519
GZF3_353_416,495,637,339,450,383,228,490,325
GZF3_364_427,374,426,228,304,267,129,247,184
