,1_0_1,1_180_1,1_60_2,2_0_2,2_180_2,2_60_1
GIS1_12_75,91,3,2,13,6,31
GIS1_23_86,1027,49,6,25,0,465
GIS1_34_97,130,14,1277,3318,3553,23
GIS1_45_108,109,67,123,234,213,31
GIS1_56_119,1988,847,594,1057,1320,1071
GIS1_67_130,24,5,83,124,63,1
GIS1_78_141,28,8,20,39,104,33
GIS1_89_152,178,22,16,75,69,42
GIS1_100_163,2041,86,617,4057,5534,820
GIS1_111_174,1373,30,17,163,48,628
GIS1_122_185,237,20,28,104,55,46
GIS1_133_196,225,10,28,114,93,38
GIS1_144_207,108,13,48,322,149,44
GIS1_155_218,789,78,289,1246,1558,416
GIS1_166_229,1516,85,621,795,1288,504
GIS1_177_240,48,34,113,267,192,20
GIS1_188_251,390,56,482,973,1414,243
GIS1_199_262,2117,264,25,26,46,1100
GIS1_210_273,134,12,253,1823,2339,16
GIS1_221_284,372,6,39,523,837,53
GIS1_232_295,77,2,2,8,4,5
GIS1_243_306,50,4,10,12,16,14
GIS1_254_317,84,3,16,77,26,8
GIS1_265_328,25,6,6,99,31,1
GIS1_276_339,95,36,57,66,18,33
GIS1_287_350,34,29,375,935,561,46
GIS1_298_361,108,12,24,146,76,47
GIS1_309_372,1652,222,265,530,164,857
GIS1_320_383,357,16,13,295,199,75
GIS1_331_394,83,12,9,15,2,16
GIS1_342_405,546,6,439,2438,3712,57
GIS1_353_416,247,7,294,2514,2861,20
GIS1_364_427,417,4,11,158,108,55
GIS1_375_438,355,18,51,183,263,53
GIS1_386_449,1263,124,153,990,476,414
GIS1_397_460,1111,410,373,768,510,241
GIS1_408_471,359,39,57,418,89,89
GIS1_419_482,1247,60,200,927,264,128
GIS1_430_493,232,16,208,674,245,38
GIS1_441_504,123,12,2,15,5,25
GIS1_452_515,214,19,231,74,189,78
GIS1_463_526,269,22,42,228,133,33
GIS1_474_537,102,24,340,1476,1594,43
GIS1_485_548,202,12,727,1490,2105,44
GIS1_496_559,1408,330,152,500,423,455
GIS1_507_570,395,48,410,840,638,123
GIS1_518_581,548,35,501,1677,2149,102
GIS1_529_592,966,117,2196,5465,6948,257
GIS1_540_603,116,165,639,1003,471,24
GIS1_551_614,101,7,4276,3565,4827,0
GIS1_562_625,214,250,68,329,161,65
GIS1_573_636,866,1460,1435,1086,1073,557
GIS1_584_647,349,64,1195,1288,667,87
GIS1_595_658,444,177,2915,3535,4441,267
GIS1_606_669,545,186,508,502,302,80
GIS1_617_680,907,574,2884,4075,4323,235
GIS1_628_691,180,39,99,435,310,46
GIS1_639_702,106,11,36,178,133,15
GIS1_650_713,85,10,37,219,98,25
GIS1_661_724,1337,181,26,113,52,655
GIS1_672_735,143,5,10,102,71,9
GIS1_683_746,232,12,15,91,29,19
GIS1_694_757,1889,112,19,200,67,736
GIS1_705_768,49,14,10,32,14,21
GIS1_716_779,102,8,4,20,35,11
GIS1_727_790,2531,68,9,124,18,948
GIS1_738_801,1254,102,9,31,11,590
GIS1_749_812,390,8,27,241,32,35
GIS1_760_823,315,10,2206,6437,8955,134
GIS1_771_834,424,13,496,2545,2929,59
GIS1_782_845,81,8,89,743,1098,28
GIS1_793_856,222,12,4,4,1,44
GIS1_804_867,30,4,956,1602,2574,31
GIS1_815_878,33,6,328,804,1240,20
GIS1_826_889,98,51,18,14,2,11
GIS1_831_894,321,27,11,11,31,114
GLN3_1_64,227,104,12,105,31,52
GLN3_12_75,33,14,415,241,544,5
GLN3_23_86,118,9,363,293,308,31
GLN3_34_97,342,136,441,466,459,50
GLN3_45_108,502,220,276,194,64,82
GLN3_56_119,977,973,2441,2962,4024,324
GLN3_67_130,502,102,204,193,95,126
GLN3_78_141,394,464,700,526,445,153
GLN3_89_152,3771,3347,137,76,144,1933
GLN3_100_163,280,53,139,475,188,49
GLN3_111_174,654,258,5636,5580,5953,103
GLN3_122_185,120,448,66,174,36,164
GLN3_133_196,695,379,9933,6614,9725,187
GLN3_144_207,1374,1460,15584,10492,15602,788
GLN3_155_218,1175,385,857,919,1350,187
GLN3_166_229,322,161,2814,1345,1745,45
GLN3_177_240,1161,1107,124,461,363,621
GLN3_188_251,13,0,4,6,6,1
GLN3_199_262,276,3,552,2864,2422,34
GLN3_210_273,616,18,363,587,1134,116
GLN3_221_284,131,14,10,21,25,18
GLN3_232_295,72,10,8,18,1,6
GLN3_243_306,85,6,5,95,84,20
GLN3_254_317,1201,81,16,116,68,424
GLN3_265_328,143,25,7,30,16,34
GLN3_276_339,36,24,16,38,63,23
GLN3_287_350,13,3,8,90,96,10
GLN3_298_361,25,19,12,113,52,45
GLN3_309_372,61,11,75,95,12,7
GLN3_320_383,482,484,812,1028,1166,14
GLN3_331_394,240,42,8,14,7,48
GLN3_342_405,760,239,10,66,57,323
GLN3_353_416,634,19,107,248,261,125
GLN3_364_427,65,5,2,32,45,19
GLN3_375_438,83,1,4,18,15,13
GLN3_386_449,48,18,4,11,1,14
GLN3_397_460,194,18,675,4991,6873,34
GLN3_408_471,894,27,25,527,135,253
GLN3_419_482,155,23,227,1482,1035,39
GLN3_430_493,747,77,2325,4404,7190,194
GLN3_441_504,788,36,640,1150,1101,120
GLN3_452_515,776,83,69,207,159,164
GLN3_463_526,2722,867,163,691,429,914
GLN3_474_537,1034,195,235,683,382,131
GLN3_485_548,769,129,695,2497,968,79
GLN3_496_559,1444,1822,21,183,58,815
GLN3_507_570,1962,502,10,58,10,700
GLN3_518_581,25,16,315,496,58,4
GLN3_529_592,998,77,3039,6009,7422,234
GLN3_540_603,1904,462,1169,2358,3034,1033
GLN3_551_614,247,43,14,135,4,60
GLN3_562_625,79,16,277,1040,425,15
GLN3_573_636,14,16,428,51,189,10
GLN3_584_647,256,36,45,368,143,59
GLN3_595_658,555,22,45,224,129,120
GLN3_606_669,302,43,3380,2908,3066,36
GLN3_617_680,408,20,718,1553,2258,92
GLN3_628_691,230,10,17,163,111,41
GLN3_639_702,745,54,135,197,403,242
GLN3_650_713,100,27,10,133,19,7
GLN3_661_724,82,8,188,1235,1425,19
GLN3_667_730,111,19,4,36,17,22
GTS1_1_64,2811,641,158,363,154,1463
GTS1_12_75,931,250,93,318,81,385
GTS1_23_86,193,95,85,44,190,32
GTS1_34_97,3,6,21,8,8,6
GTS1_45_108,798,292,85,150,19,180
GTS1_56_119,700,312,6,98,68,402
GTS1_67_130,44,21,1135,1638,2425,3
GTS1_78_141,2,3,596,678,706,18
GTS1_89_152,79,2,0,13,39,26
GTS1_100_163,242,52,6,12,1,141
GTS1_111_174,14,0,0,1,0,6
GTS1_122_185,71,10,1,42,36,8
GTS1_133_196,28,3,12,67,3,27
GTS1_144_207,526,18,21,174,35,76
GTS1_155_218,312,19,70,364,126,58
GTS1_166_229,220,25,1881,4480,5686,52
GTS1_177_240,200,39,105,401,133,44
GTS1_188_251,91,14,13,93,71,13
GTS1_199_262,147,20,4247,8674,11748,14
GTS1_210_273,470,101,81,71,28,151
GTS1_221_284,145,26,28,91,55,13
GTS1_232_295,871,200,2806,6293,7595,284
GTS1_243_306,94,51,83,67,36,7
GTS1_254_317,2887,1861,146,277,85,1914
GTS1_265_328,80,7,426,517,210,35
GTS1_276_339,584,85,727,2224,1316,145
GTS1_287_350,0,13,168,284,102,0
GTS1_298_361,5,16,65,87,37,2
GTS1_309_372,374,848,8,270,121,216
GTS1_320_383,1791,6501,497,496,34,1604
GTS1_331_394,8,13,72,259,191,59
GTS1_333_396,20,76,16,14,15,24
GZF3_1_64,40,0,45,153,8,31
GZF3_12_75,14,4,2,62,8,2
GZF3_23_86,275,119,217,618,178,35
GZF3_34_97,102,31,833,526,608,2
GZF3_45_108,2532,2497,2,4,2,1549
GZF3_56_119,228,10,56,198,114,12
GZF3_67_130,132,8,58,243,180,17
GZF3_78_141,1196,191,208,339,124,526
GZF3_89_152,103,7,51,224,25,12
GZF3_100_163,688,13,4,35,105,63
GZF3_111_174,139,9,72,90,30,31
GZF3_122_185,626,216,60,148,115,274
GZF3_133_196,294,17,203,526,274,8
GZF3_144_207,22,78,11,22,49,1
GZF3_155_218,181,94,36,188,76,52
GZF3_166_229,58,2,296,1122,1137,22
GZF3_177_240,95,5,123,717,412,31
GZF3_188_251,303,1453,9,10,18,188
GZF3_199_262,166,16,22,264,84,14
GZF3_210_273,160,6,4,180,11,9
GZF3_221_284,153,4,268,744,1080,31
GZF3_232_295,689,60,2,2,6,89
GZF3_243_306,28,2,209,247,386,32
GZF3_254_317,169,33,1088,1758,1915,60
GZF3_265_328,3813,1244,1978,4146,4999,1816
GZF3_276_339,51,20,345,605,964,29
GZF3_287_350,2436,931,980,2036,1328,1438
GZF3_298_361,568,69,206,1678,864,81
GZF3_309_372,1204,818,194,611,365,540
GZF3_320_383,324,74,1383,1871,2418,35
GZF3_331_394,3227,1418,4400,6165,7061,1630
GZF3_342_405,925,66,649,1504,1183,61
GZF3_353_416,764,171,154,674,735,207
GZF3_364_427,3188,2558,457,1731,714,1369
GZF3_375_438,1482,864,163,541,311,803
GZF3_386_449,231,30,1715,2411,2794,63
GZF3_397_460,365,157,588,469,298,24
GZF3_408_471,735,162,187,291,187,125
GZF3_419_482,882,216,10296,6103,5594,165
GZF3_430_493,372,38,126,702,303,52
GZF3_441_504,109,22,24,46,51,32
GZF3_452_515,20,6,126,368,116,14
GZF3_463_526,212,8,15,71,63,44
GZF3_474_537,52,2,5,12,7,6
GZF3_485_548,24,3,14,12,5,7
GZF3_488_551,17,8,1,1,2,3
HAA1_1_64,30,4,43,169,15,7
HAA1_12_75,163,22,16,18,37,8
HAA1_23_86,313,52,1433,1254,1967,43
HAA1_34_97,87,14,1725,2025,3714,0
HAA1_45_108,138,13,21,9,20,30
HAA1_56_119,52,17,12,55,115,14
HAA1_67_130,670,184,20,125,177,292
HAA1_78_141,67,13,377,876,912,17
HAA1_89_152,13,11,583,1228,1615,1
HAA1_100_163,670,59,185,298,186,104
HAA1_111_174,454,41,40,167,161,94
HAA1_122_185,752,106,376,823,592,199
HAA1_133_196,1671,407,633,1168,1225,441
HAA1_144_207,525,360,48,100,133,373
HAA1_155_218,371,160,133,462,345,206
HAA1_166_229,55,10,53,15,74,6
HAA1_177_240,4106,19606,217,529,124,3605
HAA1_188_251,628,118,741,2060,2692,125
HAA1_199_262,597,129,153,537,315,157
HAA1_210_273,572,52,84,303,142,188
HAA1_221_284,38,5,121,179,36,2
HAA1_232_295,441,91,2236,2045,2904,64
HAA1_243_306,438,47,138,432,136,123
HAA1_254_317,4026,2274,109,317,248,2158
HAA1_265_328,351,231,858,2152,1855,122
HAA1_276_339,323,72,94,151,96,79
HAA1_287_350,102,12,27,166,126,9
HAA1_298_361,989,83,0,3,1,343
HAA1_309_372,52,2,1,3,1,11
HAA1_320_383,280,25,5,7,7,88
HAA1_331_394,45,0,11,1,39,4
HAA1_342_405,17,9,15,70,12,0
HAA1_353_416,187,6,7,108,86,53
HAA1_364_427,373,25,26,138,20,38
HAA1_375_438,1724,262,136,112,241,842
HAA1_386_449,305,13,43,122,41,40
HAA1_397_460,500,61,4,27,32,226
HAA1_408_471,97,20,111,580,255,21
HAA1_419_482,632,14,63,61,98,116
HAA1_430_493,277,25,11,93,127,59
HAA1_441_504,296,39,44,243,228,64
HAA1_452_515,701,46,643,1493,1133,77
HAA1_463_526,739,271,323,742,451,110
HAA1_474_537,547,64,1124,2511,3199,100
HAA1_485_548,568,98,98,168,130,138
HAA1_496_559,5611,6024,161,560,221,2661
HAA1_507_570,603,200,38,216,222,114
HAA1_518_581,632,397,174,113,135,307
HAA1_529_592,32,89,37,117,16,10
HAA1_540_603,208,83,230,466,167,90
HAA1_551_614,1269,576,159,456,213,652
HAA1_562_625,85,22,18381,9406,12185,18
HAA1_573_636,272,38,90,182,148,70
HAA1_584_647,35,79,24,32,57,1
HAA1_595_658,194,9,47,348,183,8
HAA1_606_669,72,0,11,129,42,1
HAA1_617_680,1846,195,95,601,111,857
HAA1_628_691,2963,349,37,375,211,1616
HAA1_631_694,766,112,10,44,23,287
HAC1_1_64,47,18,4,31,3,20
HAC1_12_75,444,265,26,122,49,118
HAC1_23_86,77,22,8,5,13,12
HAC1_34_97,48,21,463,642,392,8
HAC1_45_108,996,308,19,29,47,374
HAC1_56_119,211,18,60,310,240,41
HAC1_67_130,131,49,71,42,61,53
HAC1_78_141,477,580,162,463,237,161
HAC1_89_152,1115,1898,63,45,184,709
HAC1_100_163,74,75,514,935,509,63
HAC1_111_174,232,288,912,887,1247,93
HAC1_122_185,967,302,2029,1777,1830,166
HAC1_133_196,1935,3523,971,1166,1458,1052
HAC1_144_207,245,130,1,8,1,68
HAC1_155_218,396,141,146,133,161,63
HAC1_166_229,157,94,631,760,673,60
HAC1_177_240,510,1110,392,382,136,522
HAC1_188_251,177,47,455,1234,1631,151
HAC1_199_262,21,19,17,149,81,2
HAC1_210_273,26,13,219,180,80,12
HAC1_221_284,5,0,0,5,1,0
HAC1_232_295,46,5,7,7,3,8
HAC1_243_306,3,6,3,6,4,1
HAC1_254_317,32,11,8,102,33,4
HAC1_259_322,163,14,2,69,40,19
HAP2_1_64,459,297,118,145,57,90
HAP2_12_75,348,61,304,1299,479,69
HAP2_23_86,116,25,1219,1269,2517,22
HAP2_34_97,112,70,61,174,220,50
HAP2_45_108,1775,737,4,11,26,1077
HAP2_56_119,499,32,1057,2933,3971,106
HAP2_67_130,179,4,145,450,338,23
HAP2_78_141,451,148,14,52,35,97
HAP2_89_152,1449,1456,20,78,108,622
HAP2_100_163,82,50,278,714,223,25
HAP2_111_174,505,196,181,395,133,83
HAP2_122_185,372,59,492,333,255,108
HAP2_133_196,389,1064,155,272,82,261
HAP2_144_207,39,2,2,3,8,14
HAP2_155_218,3137,2183,106,172,185,1735
HAP2_166_229,49,18,174,241,270,10
HAP2_177_240,199,41,67,91,41,69
HAP2_188_251,160,49,1,0,0,75
HAP2_199_262,207,26,44,32,35,89
HAP2_202_265,39,9,7,22,1,23
HAP3_1_64,515,261,333,732,300,205
HAP3_12_75,457,304,6,27,12,49
HAP3_23_86,70,27,188,99,159,40
HAP3_34_97,190,61,166,267,121,40
HAP3_45_108,72,38,221,193,163,41
HAP3_56_119,127,28,10,33,12,33
HAP3_67_130,46,108,1877,1645,2521,10
HAP3_78_141,214,113,94,518,209,34
HAP3_81_144,42,84,50,74,42,42
HAP4_1_64,9,17,21,32,3,14
HAP4_12_75,104,1,16,129,42,45
HAP4_23_86,46,26,6826,4546,4699,55
HAP4_34_97,491,184,141,222,215,228
HAP4_45_108,935,260,188,178,340,456
HAP4_56_119,241,4,211,126,53,40
HAP4_67_130,2,1,2,24,17,0
HAP4_78_141,12,39,3,0,2,21
HAP4_89_152,62,2,9,67,11,2
HAP4_100_163,21,1,3,4,0,5
HAP4_111_174,290,25,3,24,11,73
HAP4_122_185,2302,2211,30,85,37,1574
HAP4_133_196,545,11,58,210,68,98
HAP4_144_207,1104,51,1517,4698,7654,413
HAP4_155_218,49,9,293,1766,2629,7
HAP4_166_229,563,21,36,700,537,113
HAP4_177_240,549,13,38,405,418,59
HAP4_188_251,1264,352,103,283,291,586
HAP4_199_262,514,62,189,1204,360,129
HAP4_210_273,19,6,17,201,31,8
HAP4_221_284,1047,41,194,390,963,159
HAP4_232_295,379,33,71,759,264,114
HAP4_243_306,92,15,76,116,217,53
HAP4_254_317,646,41,86,390,278,137
HAP4_265_328,2227,653,998,1761,1976,1076
HAP4_276_339,933,484,240,483,240,285
HAP4_287_350,179,79,77,220,141,83
HAP4_298_361,1283,1444,868,2335,3458,724
HAP4_309_372,426,111,182,282,190,179
HAP4_320_383,730,246,60,168,68,314
HAP4_331_394,1393,378,26,70,181,604
HAP4_342_405,44,13,495,1629,778,6
HAP4_353_416,566,13,141,402,391,36
HAP4_364_427,37,12,12,155,46,16
HAP4_375_438,11,8,9,73,27,7
HAP4_386_449,73,86,1,6,17,14
HAP4_397_460,362,67,814,1752,2130,168
HAP4_408_471,502,16,1924,4766,6586,52
HAP4_419_482,349,61,12,16,27,56
HAP4_430_493,210,18,656,1395,2121,46
HAP4_441_504,98,13,280,514,896,17
HAP4_452_515,1778,249,123,445,296,657
HAP4_463_526,3229,667,40,259,71,1605
HAP4_474_537,230,16,53,342,182,11
HAP4_485_548,120,67,88,467,189,53
HAP4_491_554,409,283,44,10,197,137
HAP5_1_64,285,87,399,23,713,26
HAP5_12_75,295,342,22,167,95,123
HAP5_23_86,247,21,14,45,12,22
HAP5_34_97,2020,1712,359,614,372,939
HAP5_45_108,80,27,337,287,139,6
HAP5_56_119,525,221,1313,816,1598,197
HAP5_67_130,98,238,2188,302,1622,18
HAP5_78_141,68,157,22,77,26,24
HAP5_89_152,118,573,140,157,227,57
HAP5_100_163,357,1825,397,655,350,227
HAP5_111_174,853,4259,1502,1653,944,765
HAP5_122_185,847,504,1,3,13,574
HAP5_133_196,1578,614,2647,4184,4938,687
HAP5_144_207,239,40,111,65,106,80
HAP5_155_218,625,102,393,410,731,179
HAP5_166_229,110,15,3500,4846,6558,23
HAP5_177_240,2641,920,114,243,146,1141
HAP5_179_242,1010,155,559,1344,691,440
HCM1_1_64,58,13,274,1075,1527,2
HCM1_12_75,104,8,25,193,130,0
HCM1_23_86,34,2,25,179,112,1
HCM1_34_97,80,3,1543,1005,1234,26
HCM1_45_108,195,5,41,278,97,27
HCM1_56_119,1218,418,397,348,191,637
HCM1_67_130,39,10,166,289,425,3
HCM1_78_141,127,17,449,974,834,33
HCM1_89_152,110,26,17,21,17,21
HCM1_100_163,375,76,571,1100,930,55
HCM1_111_174,173,10,42,107,86,14
HCM1_122_185,372,51,2516,4348,5657,46
HCM1_133_196,105,17,424,1215,1904,14
HCM1_144_207,90,3,12,53,31,17
HCM1_155_218,70,195,2,63,40,52
HCM1_166_229,49,16,6,16,7,11
HCM1_177_240,95,51,999,2869,4277,14
HCM1_188_251,214,31,12,62,25,196
HCM1_199_262,193,7,31,68,76,17
HCM1_210_273,7,12,9,12,8,9
HCM1_221_284,245,113,220,797,289,195
HCM1_232_295,280,13,80,190,162,28
HCM1_243_306,210,20,51,96,104,45
HCM1_254_317,111,63,356,1023,518,13
HCM1_265_328,522,62,149,413,379,81
HCM1_276_339,17,3,113,196,191,7
HCM1_287_350,232,36,44,124,57,69
HCM1_298_361,259,31,107,515,526,93
HCM1_309_372,452,47,33,171,71,103
HCM1_320_383,186,29,71,201,328,65
HCM1_331_394,88,25,354,2081,2636,25
HCM1_342_405,423,39,62,317,88,113
HCM1_353_416,655,16,3067,6106,7472,61
HCM1_364_427,246,19,79,859,210,35
HCM1_375_438,128,68,210,300,159,42
HCM1_386_449,100,69,35,342,34,18
HCM1_397_460,514,135,4679,4543,5556,85
HCM1_408_471,734,555,720,1059,949,281
HCM1_419_482,438,181,1023,1064,1391,90
HCM1_430_493,683,150,233,397,403,109
HCM1_441_504,73,40,366,168,165,46
HCM1_452_515,421,64,234,652,679,37
HCM1_463_526,303,364,55,153,92,107
HCM1_474_537,776,102,1094,2536,3460,120
HCM1_485_548,35,21,114,335,148,10
HCM1_496_559,592,378,996,1058,1225,316
HCM1_501_564,101,24,137,287,289,10
HEL2_1_64,993,88,206,429,429,126
HEL2_12_75,60,17,183,219,174,21
HEL2_23_86,59,3,797,1685,1947,21
HEL2_34_97,586,97,30,55,27,125
HEL2_45_108,350,40,49,132,143,87
HEL2_56_119,20,5,2,5,1,1
HEL2_67_130,194,16,23,187,90,35
HEL2_78_141,1,1,1,4,9,0
HEL2_89_152,0,7,32,491,339,1
HEL2_100_163,25,1,12,185,132,8
HEL2_111_174,558,13,8,120,101,54
HEL2_122_185,121,0,52,37,14,35
HEL2_133_196,347,14,193,1322,1501,84
HEL2_144_207,58,18,15,243,107,16
HEL2_155_218,493,59,339,1441,1223,202
HEL2_166_229,235,19,593,1000,3607,44
HEL2_177_240,729,119,80,341,142,235
HEL2_188_251,345,202,1460,1482,1748,152
HEL2_199_262,244,27,161,1163,311,33
HEL2_210_273,776,40,242,913,520,130
HEL2_221_284,174,32,161,719,198,61
HEL2_232_295,535,141,3263,6531,8192,228
HEL2_243_306,1089,126,8,247,125,376
HEL2_254_317,214,9,35,410,208,22
HEL2_265_328,906,200,80,231,105,416
HEL2_276_339,281,56,36,262,45,48
HEL2_287_350,343,59,360,221,148,112
HEL2_298_361,3257,1022,41,482,171,1538
HEL2_309_372,2437,456,22,39,20,1319
HEL2_320_383,843,128,88,265,84,355
HEL2_331_394,67,2,543,1301,1975,24
HEL2_342_405,6,11,39,178,94,5
HEL2_353_416,134,4,357,1051,620,16
HEL2_364_427,1626,31,3,62,6,804
HEL2_375_438,442,19,20,436,222,154
HEL2_386_449,209,22,15,273,257,33
HEL2_397_460,286,39,12,101,10,77
HEL2_408_471,232,20,174,1088,1954,43
HEL2_419_482,39,1,11,25,25,22
HEL2_430_493,84,12,350,1056,1367,9
HEL2_441_504,87,47,1701,3012,3770,6
HEL2_452_515,565,212,28,61,14,266
HEL2_463_526,427,60,241,185,28,86
HEL2_474_537,134,109,1387,1279,1987,29
HEL2_485_548,122,40,647,874,1302,46
HEL2_496_559,1673,531,456,790,955,781
HEL2_507_570,64,9,47,67,74,12
HEL2_518_581,416,56,981,1009,4604,77
HEL2_529_592,359,14,35,62,44,47
HEL2_540_603,86,9,11,51,4,46
HEL2_551_614,501,6,18,233,134,73
HEL2_562_625,7,2,11,22,30,1
HEL2_573_636,1890,1650,153,515,231,930
HEL2_501_564,215,104,262,699,431,61
HMLALPHA2_1_64,509,27,237,1961,2940,187
HMLALPHA2_12_75,132,4,56,355,400,9
HMLALPHA2_23_86,767,100,1769,1629,2265,345
HMLALPHA2_34_97,1922,2696,575,504,743,1462
HMLALPHA2_45_108,53,0,28,423,208,2
HMLALPHA2_56_119,525,35,1195,3024,4455,137
HMLALPHA2_67_130,261,43,799,1491,1158,89
HMLALPHA2_78_141,197,0,23,257,139,42
HMLALPHA2_89_152,519,16,108,794,714,165
HMLALPHA2_100_163,133,18,453,2027,2856,24
HMLALPHA2_111_174,345,22,9,93,40,107
HMLALPHA2_122_185,223,8,114,486,782,37
HMLALPHA2_133_196,11,45,16,39,27,4
HMLALPHA2_144_207,230,10,724,498,731,57
HMLALPHA2_147_210,174,5,1,71,45,25
HMO1_1_64,787,276,168,335,77,240
HMO1_12_75,19,9,92,32,24,15
HMO1_23_86,4250,10666,308,384,334,2859
HMO1_34_97,317,45,255,594,446,26
HMO1_45_108,274,54,12126,11566,16941,54
HMO1_56_119,510,303,413,668,510,288
HMO1_67_130,164,37,69,95,76,39
HMO1_78_141,905,341,3573,5216,6551,353
HMO1_89_152,97,34,788,554,406,38
HMO1_100_163,29,41,15,36,126,13
HMO1_111_174,778,552,105,322,157,96
HMO1_122_185,19,4,18,78,19,2
HMO1_133_196,3020,336,44,288,98,1113
HMO1_144_207,14,3,32,109,54,20
HMO1_155_218,682,64,37,335,118,253
HMO1_166_229,231,99,22,336,161,249
HMO1_177_240,498,261,1,6,39,121
HMO1_183_246,24,7,64,195,186,0
HMRA2_1_64,51,7,40,352,154,31
HMRA2_12_75,18,13,4803,4473,4784,5
HMRA2_23_86,214,3,3,8,0,19
HMRA2_34_97,307,23,0,41,15,47
HMRA2_45_108,195,10,63,173,317,66
HMRA2_56_119,204,12,9,89,53,26
HMS1_1_64,243,47,101,280,155,47
HMS1_12_75,239,10,61,6,53,28
HMS1_23_86,232,301,21,135,62,163
HMS1_34_97,684,146,24,126,81,261
HMS1_45_108,1186,199,184,785,581,442
HMS1_56_119,256,93,996,1444,1367,96
HMS1_67_130,1923,1457,733,1450,635,877
HMS1_78_141,161,145,6,19,5,9
HMS1_89_152,78,12,97,185,197,18
HMS1_100_163,1085,133,98,538,652,127
HMS1_111_174,81,0,57,86,141,14
HMS1_122_185,441,32,106,415,458,181
HMS1_133_196,4,2,55,68,23,0
HMS1_144_207,149,313,1,2,0,46
HMS1_155_218,636,57,14,239,125,281
HMS1_166_229,635,34,8,45,25,46
HMS1_177_240,333,64,41,215,138,136
HMS1_188_251,111,24,96,567,205,29
HMS1_199_262,178,21,597,2236,2691,58
HMS1_210_273,153,189,532,1077,1236,61
HMS1_221_284,122,21,15,146,134,23
HMS1_232_295,701,41,240,784,1043,169
HMS1_243_306,130,12,29,87,80,30
HMS1_254_317,59,11,4,34,0,16
HMS1_265_328,30,5,6,50,42,21
HMS1_276_339,80,11,4,23,1,35
HMS1_287_350,219,40,205,491,558,75
HMS1_298_361,816,103,10,40,4,359
HMS1_309_372,420,20,26,435,329,75
HMS1_320_383,1034,116,16,42,65,453
HMS1_331_394,156,21,14,414,196,5
HMS1_342_405,275,200,51,162,126,103
HMS1_353_416,289,112,62,449,225,86
HMS1_364_427,378,129,415,721,523,62
HMS1_371_434,480,152,16,107,140,338
HMS2_1_64,1214,993,88,83,91,565
HMS2_12_75,1004,1049,14,15,16,675
HMS2_23_86,288,281,223,404,386,172
HMS2_34_97,104,11,673,1773,2626,50
HMS2_45_108,157,24,17,173,88,66
HMS2_56_119,2273,359,1405,3897,5967,1210
HMS2_67_130,197,16,763,3295,4096,42
HMS2_78_141,110,23,28,111,134,9
HMS2_89_152,225,20,58,545,335,95
HMS2_100_163,220,43,69,48,48,88
HMS2_111_174,100,1,240,174,281,0
HMS2_122_185,203,45,613,891,1318,33
HMS2_133_196,409,591,90,257,99,137
HMS2_144_207,808,372,68,374,213,375
HMS2_155_218,113,19,38,100,100,22
HMS2_166_229,457,84,223,424,268,101
HMS2_177_240,2072,1165,275,423,470,978
HMS2_188_251,541,76,194,419,442,120
HMS2_199_262,408,153,655,937,680,103
HMS2_210_273,2234,2267,299,976,365,1024
HMS2_221_284,838,466,512,1144,871,374
HMS2_232_295,2394,4330,555,955,515,1209
HMS2_243_306,148,66,730,848,833,23
HMS2_254_317,231,149,589,921,530,62
HMS2_265_328,338,197,539,721,535,124
HMS2_276_339,432,120,115,265,223,134
HMS2_287_350,1270,384,406,724,836,430
HMS2_295_358,1546,493,24,257,87,559
HSF1_1_64,10,3,4,31,6,4
HSF1_12_75,158,42,261,1343,646,27
HSF1_23_86,273,20,189,573,185,40
HSF1_34_97,130,53,456,900,564,33
HSF1_45_108,1854,579,714,1161,1748,750
HSF1_56_119,164,16,313,566,384,30
HSF1_67_130,79,92,6,20,31,150
HSF1_78_141,272,25,62,435,246,7
HSF1_89_152,387,62,973,2989,4804,179
HSF1_100_163,303,16,140,912,1096,54
HSF1_111_174,46,5,74,148,302,21
HSF1_122_185,513,260,7335,3392,4745,157
HSF1_133_196,40,8,3,52,63,5
HSF1_144_207,4,9,14,28,42,0
HSF1_155_218,44,9,41,15,25,6
HSF1_166_229,649,79,63,322,194,311
HSF1_177_240,133,14,33,354,158,15
HSF1_188_251,256,20,85,412,210,41
HSF1_199_262,844,20,223,1520,1613,115
HSF1_210_273,303,10,29,318,171,45
HSF1_221_284,139,34,17,77,45,35
HSF1_232_295,81,10,13,99,54,6
HSF1_243_306,49,8,1109,3097,3490,14
HSF1_254_317,366,169,6,73,12,119
HSF1_265_328,45,0,100,316,170,8
HSF1_276_339,69,7,57,118,95,14
HSF1_287_350,47,8,5,14,5,8
HSF1_298_361,17,13,574,32,312,7
HSF1_309_372,73,20,53,385,454,180
HSF1_320_383,42,0,0,9,1,1
HSF1_331_394,165,0,3,22,18,21
HSF1_342_405,24,0,10,57,14,17
HSF1_353_416,87,0,5,132,56,25
HSF1_364_427,641,17,34,356,257,224
HSF1_375_438,817,92,1021,1779,1605,77
HSF1_386_449,563,73,740,1204,1731,85
HSF1_397_460,92,36,26,397,118,53
HSF1_408_471,365,9,7,30,63,21
HSF1_419_482,38,5,126,751,147,12
HSF1_430_493,18,1,16,286,196,2
HSF1_441_504,459,44,3,0,2,186
HSF1_452_515,15,7,11,44,2,13
